<P00> 344105.423 1714405.156 576.709 0 -1100
<P01> 344076.465 1714449.220 576.361 0 -1050
<P02> 344054.281 1714494.308 575.878 0 -1000
<P03> 344027.535 1714534.798 574.663 0 -950
<P04> 344004.438 1714577.235 574.949 0 -900
<P05> 343978.739 1714619.866 574.512 0 -850
<P06> 343953.867 1714662.157 573.817 0 -800
<P07> 343926.666 1714707.281 573.576 0 -750
<P08> 343902.129 1714749.567 573.693 0 -700
<P09> 343877.128 1714793.207 573.263 0 -650
<P10> 343853.767 1714835.522 574.118 0 -600
<P11> 343828.590 1714878.757 575.065 0 -550
<P12> 343802.015 1714919.030 575.309 0 -500
<P13> 343780.327 1714964.305 576.016 0 -450
<P14> 343753.281 1715010.026 576.612 0 -400
<P15> 343729.385 1715051.747 576.889 0 -350
<P16> 343703.685 1715094.951 577.523 0 -300
<P17> 343680.024 1715136.286 578.226 0 -250
<P18> 343655.844 1715178.164 578.855 0 -200
<P19> 343629.912 1715221.167 579.799 0 -150
<P20> 343602.967 1715266.129 580.236 0 -100
<P21> 343581.561 1715309.204 580.607 0 -50
<P22> 343555.261 1715356.958 581.092 0 -0
