<P00> 344019.398 1714352.728 577.760 0 -1100
<P01> 343996.483 1714398.820 577.028 0 -1050
<P02> 343969.758 1714437.595 576.387 0 -1000
<P03> 343947.293 1714485.073 575.869 0 -950
<P04> 343919.053 1714525.999 575.591 0 -900
<P05> 343893.405 1714567.006 575.530 0 -850
<P06> 343871.921 1714614.925 575.009 0 -800
<P07> 343847.222 1714656.767 574.614 0 -750
<P08> 343820.757 1714700.501 573.695 0 -700
<P09> 343797.967 1714745.084 574.690 0 -650
<P10> 343769.924 1714784.434 575.035 0 -600
<P11> 343747.906 1714831.561 575.312 0 -550
<P12> 343720.606 1714872.983 575.497 0 -500
<P13> 343694.534 1714914.272 575.760 0 -450
<P14> 343674.856 1714957.252 576.169 0 -400
<P15> 343644.739 1715000.011 576.831 0 -350
<P16> 343622.808 1715045.987 577.497 0 -300
<P17> 343596.003 1715089.146 577.993 0 -250
<P18> 343572.255 1715129.644 578.658 0 -200
<P19> 343544.226 1715172.793 579.235 0 -150
<P20> 343518.903 1715215.696 580.042 0 -100
<P21> 343492.488 1715261.014 580.783 0 -50
<P22> 343466.204 1715306.513 581.366 0 -0
