
/> 
read_ramp 05131106
<CR>Time:2021/05/13 15:23Ramp data first polarity: 
770 770 770 770 770 769 770 769 769 770 769 770 770 769 770 770 769 768 770 769 769 770 769 770 770 770 769 770 769 769 769 769 769 769 769 770 770 770 769 770 769 769 769 769 770 769 770 770 769 769 769 770 769 769 769 769 770 769 769 769 770 769 771 773 766 766 763 761 761 759 757 756 753 751 750 748 747 746 743 742 741 739 737 737 734 733 731 730 728 727 725 723 722 721 719 718 716 714 714 712 710 709 708 706 705 702 701 701 698 697 695 693 693 691 689 687 686 684 684 682 680 679 677 675 674 672 671 670 668 666 666 663 662 661 659 658 656 655 653 652 650 649 648 646 645 643 643 640 639 637 635 635 633 631 630 629 628 625 625 624 621 620 619 617 615 615 612 611 611 609 607 606 605 603 602 600 598 598 596 594 593 592 591 589 588 585 585 583 582 580 579 578 576 574 572 572 570 569 568 566 565 563 562 561 560 558 558 556 554 553 552 550 549 547 546 545 543 542 541 539 537 537 534 533 533 531 530 528 527 525 525 523 522 521 519 518 517 515 514 513 511 510 509 508 507 506 506 506 505 505 5[Warning: Maximal number of bytes per line exceeded! Check the EOL (end-of-line) settings or increase the limit in the advanced terminal settings.]
read 0513
<CR>Time:2021/05/13 15:23
Hours Minutes Seconds  Nb_Samples    Aver. Current 
9 33 23 224 16104 
9 33 38 224 16104 
9 33 53 224 16104 
9 34 8 224 16104 
9 34 23 224 16104 
9 34 38 224 16104 
9 34 53 224 16104 
9 35 8 224 16104 
9 35 23 224 16165 
9 35 38 224 16104 
9 35 53 224 16104 
9 36 8 224 16104 
9 36 45 224 16104 
9 37 0 224 16104 
9 37 15 224 16104 
9 37 30 224 16104 
9 37 45 223 16104 
9 38 0 224 16104 
9 38 15 224 16104 
9 38 30 224 16104 
9 38 45 224 16104 
9 39 0 224 16165 
9 39 15 224 16165 
9 39 30 224 16104 
9 39 45 224 16104 
9 40 0 224 16104 
9 40 15 224 16104 
9 40 30 224 16104 
9 40 45 224 16104 
9 41 0 224 16104 
9 41 15 224 16104 
9 41 30 224 16104 
9 41 45 224 16104 
9 42 0 224 16104 
9 42 15 224 16104 
9 42 30 224 16104 
9 42 45 224 16104 
9 43 0 224 16104 
9 43 15 224 16104 
9 43 30 224 16104 
9 43 45 224 16104 
9 44 0 224 16104 
9 44 15 224 16104 
9 44 30 224 16104 
9 44 45 224 16104 
9 45 0 224 16104 
9 45 15 224 16104 
9 45 30 224 16104 
9 45 45 224 16104 
9 46 0 224 16104 
9 46 15 224 16104 
9 46 30 224 16104 
9 46 45 224 16104 
9 47 0 224 16165 
9 47 15 224 16104 
9 47 30 224 16104 
9 47 45 224 16104 
9 48 0 224 16165 
9 48 15 224 16104 
9 48 30 224 16104 
9 48 45 224 16165 
9 49 0 224 16104 
9 49 15 224 16104 
9 49 30 224 16104 
9 49 45 224 16104 
9 50 0 224 16104 
9 50 15 223 16104 
9 50 30 223 16104 
9 50 45 224 16104 
9 51 0 224 16104 
9 51 15 224 16104 
9 51 52 224 16104 
9 52 7 223 16104 
9 52 22 224 16104 
9 52 37 224 16104 
9 52 52 224 16104 
9 53 7 224 16165 
9 53 22 224 16104 
9 53 37 224 16104 
9 53 52 224 16104 
9 54 7 224 16104 
9 54 22 224 16104 
9 54 37 224 16104 
9 54 52 224 16104 
9 55 7 224 16165 
9 55 22 224 16165 
9 55 37 224 16104 
9 55 52 224 16104 
9 56 7 224 16165 
9 56 22 224 16104 
9 56 37 224 16104 
9 56 52 224 16165 
9 57 7 224 16104 
9 57 22 224 16104 
9 57 37 224 16104 
9 57 52 224 16104 
9 58 7 224 16104 
9 58 22 224 16104 
9 58 37 224 16104 
9 58 52 224 16104 
9 59 7 224 16104 
9 59 22 224 16104 
9 59 37 224 16104 
9 59 52 224 16104 
10 0 7 224 16104 
10 0 22 224 16104 
10 0 37 224 16165 
10 0 52 224 16104 
10 1 7 224 16104 
10 1 22 224 16104 
10 1 37 224 16104 
10 1 52 224 16104 
10 2 7 224 16104 
10 2 22 224 16104 
10 2 37 224 16104 
10 2 52 224 16104 
10 3 7 224 16104 
10 3 22 223 16104 
10 3 37 224 16165 
10 3 52 224 16104 
10 4 7 224 16104 
10 4 22 224 16165 
10 4 37 224 16104 
10 4 52 224 16104 
10 5 7 224 16104 
10 5 22 224 16165 
10 5 37 224 16104 
10 5 52 224 16104 
10 6 7 224 16104 
10 6 22 224 16104 
10 6 59 224 16104 
10 7 14 224 16104 
10 7 29 224 16104 
10 7 44 224 16104 
10 7 59 223 16104 
10 8 14 224 16104 
10 8 29 224 16104 
10 8 44 224 16104 
10 8 59 224 16104 
10 9 14 224 16104 
10 9 29 224 16104 
10 9 44 224 16104 
10 9 59 224 16104 
10 10 14 224 16104 
10 10 29 224 16104 
10 10 44 224 16104 
10 10 59 224 16165 
10 11 14 224 16165 
10 11 29 224 16104 
10 11 44 224 16104 
10 11 59 224 16104 
10 12 14 224 16104 
10 12 29 224 16104 
10 12 44 224 16104 
10 12 59 224 16104 
10 13 14 224 16104 
10 13 29 224 16165 
10 13 44 224 16104 
10 13 59 224 16104 
10 14 14 224 16104 
10 14 29 224 16104 
10 14 44 224 16165 
10 14 59 224 16104 
10 15 14 224 16104 
10 15 29 224 16104 
10 15 44 224 16165 
10 15 59 224 16104 
10 16 14 224 16104 
10 16 29 223 16104 
10 16 44 224 16165 
10 16 59 224 16104 
10 17 14 224 16104 
10 17 29 224 16104 
10 17 44 224 16104 
10 17 59 224 16104 
10 18 14 224 16165 
10 18 29 224 16104 
10 18 44 224 16104 
10 18 59 224 16104 
10 19 14 224 16104 
10 19 29 224 16104 
10 19 44 224 16104 
10 19 59 224 16104 
10 20 14 224 16104 
10 20 29 224 16104 
10 20 44 224 16104 
10 20 59 224 16104 
10 21 14 224 16165 
10 21 29 224 16104 
10 22 6 224 16104 
10 22 21 223 16104 
10 22 36 224 16104 
10 22 51 224 16165 
10 23 6 224 16104 
10 23 21 224 16104 
10 23 36 224 16104 
10 23 51 224 16104 
10 24 6 224 16104 
10 24 21 224 16104 
10 24 36 224 16165 
10 24 51 224 16104 
10 25 6 224 16104 
10 25 21 224 16104 
10 25 36 224 16104 
10 25 51 224 16104 
10 26 6 224 16104 
10 26 21 224 16104 
10 26 36 224 16104 
10 26 51 224 16165 
10 27 6 224 16165 
10 27 21 224 16104 
10 27 36 224 16104 
10 27 51 224 16165 
10 28 6 224 16165 
10 28 21 224 16104 
10 28 36 224 16165 
10 28 51 224 16104 
10 29 6 224 16104 
10 29 21 224 16165 
10 29 36 223 16104 
10 29 51 223 16104 
10 30 6 224 16104 
10 30 21 224 16165 
10 30 36 224 16104 
10 30 51 224 16104 
10 31 6 224 16165 
10 31 21 224 16165 
10 31 36 224 16165 
10 31 51 224 16165 
10 32 6 224 16104 
10 32 21 224 16104 
10 32 36 224 16104 
10 32 51 224 16104 
10 33 6 224 16104 
10 33 21 224 16165 
10 33 36 224 16165 
10 33 51 224 16165 
10 34 6 224 16104 
10 34 21 224 16165 
10 34 36 224 16165 
10 34 51 224 16165 
10 35 6 224 16165 
10 35 21 224 16104 
10 35 36 224 16104 
10 35 51 224 16104 
10 36 6 224 16104 
10 36 21 224 16104 
10 36 36 224 16104 
10 37 13 224 16104 
10 37 28 224 16104 
10 37 43 224 16104 
10 37 58 224 16104 
10 38 13 223 16165 
10 38 28 224 16165 
10 38 43 224 16165 
10 38 58 224 16165 
10 39 13 224 16165 
10 39 28 224 16104 
10 39 43 224 16104 
10 39 58 224 16165 
10 40 13 224 16104 
10 40 28 224 16104 
10 40 43 224 16104 
10 40 58 224 16104 
10 41 13 224 16165 
10 41 28 224 16165 
10 41 43 224 16165 
10 41 58 224 16104 
10 42 13 224 16165 
10 42 28 224 16165 
10 42 43 223 16104 
10 42 58 224 16165 
10 43 13 224 16104 
10 43 28 224 16104 
10 43 43 224 16104 
10 43 58 224 16104 
10 44 13 224 16104 
10 44 28 224 16165 
10 44 43 224 16104 
10 44 58 224 16165 
10 45 13 224 16165 
10 45 28 224 16165 
10 45 43 224 16165 
10 45 58 224 16104 
10 46 13 224 16165 
10 46 28 224 16104 
10 46 43 224 16165 
10 46 58 224 16104 
10 47 13 224 16104 
10 47 28 224 16165 
10 47 43 224 16165 
10 47 58 224 16104 
10 48 14 224 16165 
10 48 29 224 16165 
10 48 44 224 16165 
10 48 59 224 16104 
10 49 14 224 16104 
10 49 29 224 16165 
10 49 44 224 16165 
10 49 59 224 16165 
10 50 14 224 16165 
10 50 29 224 16165 
10 50 44 224 16165 
10 50 59 224 16165 
10 51 14 224 16104 
10 51 29 224 16165 
10 51 44 224 16165 
10 52 21 224 16165 
10 52 36 223 16165 
10 52 51 224 16165 
10 53 6 224 16165 
10 53 21 224 16165 
10 53 36 224 16165 
10 53 51 224 16165 
10 54 6 224 16165 
10 54 21 224 16104 
10 54 36 224 16104 
10 54 51 224 16165 
10 55 6 224 16165 
10 55 21 224 16165 
10 55 36 224 16165 
10 55 51 223 16165 
10 56 6 224 16165 
10 56 21 224 16165 
10 56 36 224 16165 
10 56 51 224 16165 
10 57 6 224 16165 
10 57 21 224 16165 
10 57 36 224 16165 
10 57 51 224 16104 
10 58 6 224 16104 
10 58 21 224 16165 
10 58 36 224 16104 
10 58 51 224 16165 
10 59 6 224 16104 
10 59 21 224 16165 
10 59 36 224 16165 
10 59 51 224 16104 
11 0 6 224 16165 
11 0 21 224 16165 
11 0 36 224 16165 
11 0 51 224 16165 
11 1 6 224 16165 
11 1 21 224 16165 
11 1 36 224 16165 
11 1 51 224 16104 
11 2 6 224 16165 
11 2 21 224 16165 
11 2 36 224 16165 
11 2 51 224 16165 
11 3 6 224 16165 
11 3 21 224 16165 
11 3 36 224 16165 
11 3 51 224 16104 
11 4 6 224 16165 
11 4 21 224 16165 
11 4 36 224 16165 
11 4 51 224 16165 
11 5 6 224 16165 
11 5 21 224 16165 
11 5 36 224 16165 
11 5 51 224 16165 
11 6 6 224 16165 
11 6 21 224 16165 
11 6 36 224 16165 
11 6 51 224 16165 
11 7 28 224 16165 
11 7 43 224 16165 
11 7 58 224 16165 
11 8 13 224 16165 
11 8 28 223 16165 
11 8 43 224 16165 
11 8 58 223 16165 
11 9 13 223 16165 
11 9 28 224 16165 
11 9 43 224 16165 
11 9 58 224 16165 
11 10 13 224 16165 
11 10 28 224 16165 
11 10 43 224 16165 
11 10 58 224 16165 
11 11 13 224 16165 
11 11 28 224 16165 
11 11 43 224 16165 
11 11 58 224 16165 
