


<NUL>

Serial communication
Type 'h or ?' for help.


/> 
read_ramp 05121102
<CR>Time:2021/05/12 14:35Ramp data first polarity: 
244 244 244 243 243 243 245 244 244 244 243 244 245 244 243 243 243 244 244 244 243 243 243 244 244 244 243 244 243 243 244 244 244 244 244 243 244 244 244 243 243 243 244 244 243 243 244 243 243 244 244 243 243 243 243 244 243 243 244 244 244 245 244 244 246 247 248 249 250 253 255 258 260 262 263 265 267 267 269 271 271 274 276 278 279 280 282 283 284 286 288 291 291 293 294 296 297 299 301 302 303 305 307 308 310 311 313 314 316 318 319 321 322 324 325 327 328 330 331 333 334 336 338 339 340 342 343 345 347 348 349 350 352 353 356 357 358 360 362 363 365 365 366 369 370 371 374 375 377 377 379 381 382 383 384 386 388 390 392 392 393 395 397 398 400 401 403 404 405 407 409 410 411 413 414 415 417 419 420 422 423 424 426 427 429 430 431 433 434 436 437 438 439 441 442 445 445 446 448 450 451 453 454 456 456 457 459 462 461 463 465 467 468 470 471 471 473 475 476 478 479 480 481 483 484 486 488 488 490 491 492 494 495 496 497 499 500 501 503 505 505 507 507 509 510 509 511 512 512 513 5[Warning: Maximal number of bytes per line exceeded! Check the EOL (end-of-line) settings or increase the limit in the advanced terminal settings.]
read 0512
<CR>Time:2021/05/12 14:35
Hours Minutes Seconds  Nb_Samples    Aver. Current 
8 45 21 224 16067 
8 45 36 224 16067 
8 45 51 224 16067 
8 46 6 224 16067 
8 46 21 224 16067 
8 46 36 224 16067 
8 47 28 224 16067 
8 47 43 224 16067 
8 47 58 224 16067 
8 48 13 224 16067 
8 48 28 224 16067 
8 48 43 224 16067 
8 48 58 224 16067 
8 49 13 224 16067 
8 49 28 224 16067 
8 49 43 224 16067 
8 49 58 224 16067 
8 50 13 224 16067 
8 50 28 224 16067 
8 50 43 224 16067 
8 50 58 224 16067 
8 51 13 224 16067 
8 51 28 224 16067 
8 51 43 224 16067 
8 51 58 224 16067 
8 52 13 224 16067 
8 52 28 224 16067 
8 52 43 224 16067 
8 52 58 224 16067 
8 53 13 224 16067 
8 53 28 224 16067 
8 53 43 224 16067 
8 53 58 224 16067 
8 54 13 224 16067 
8 54 28 224 16067 
8 54 43 224 16067 
8 54 58 224 16067 
8 55 13 224 16067 
8 55 28 224 16067 
8 55 43 224 16067 
8 55 58 224 16067 
8 56 13 224 16067 
8 56 28 224 16067 
8 56 43 224 16067 
8 56 58 224 16067 
8 57 13 223 16067 
8 57 28 224 16067 
8 57 43 224 16067 
8 57 58 224 16067 
8 58 13 224 16067 
8 58 28 224 16067 
8 58 43 224 16067 
8 58 58 223 16067 
8 59 13 224 16067 
8 59 28 224 16067 
8 59 43 224 16067 
8 59 58 224 16067 
9 0 13 224 16067 
9 0 28 224 16067 
9 0 43 224 16067 
9 0 58 224 16067 
9 1 13 224 16067 
9 1 28 224 16067 
9 1 43 224 16067 
9 2 20 224 16067 
9 2 35 224 16067 
9 2 50 224 16067 
9 3 5 224 16067 
9 3 20 224 16067 
9 3 35 224 16067 
9 3 50 224 16067 
9 4 5 224 16067 
9 4 20 224 16067 
9 4 35 224 16067 
9 4 50 224 16067 
9 5 5 224 16067 
9 5 20 224 16067 
9 5 35 224 16067 
9 5 50 224 16067 
9 6 5 224 16067 
9 6 20 224 16067 
9 6 35 224 16067 
9 6 50 224 16067 
9 7 5 224 16067 
9 7 20 224 16067 
9 7 35 224 16067 
9 7 50 224 16067 
9 8 5 224 16067 
9 8 20 224 16067 
9 8 35 224 16067 
9 8 50 224 16067 
9 9 5 224 16067 
9 9 20 224 16067 
9 9 35 224 16067 
9 9 50 224 16067 
9 10 5 223 16067 
9 10 20 224 16067 
9 10 35 224 16067 
9 10 50 224 16067 
9 11 5 224 16067 
9 11 20 224 16067 
9 11 35 224 16067 
9 11 50 224 16067 
9 12 5 224 16067 
9 12 20 224 16067 
9 12 35 224 16067 
9 12 50 224 16067 
9 13 5 224 16067 
9 13 20 224 16067 
9 13 35 223 16067 
9 13 50 224 16067 
9 14 5 224 16067 
9 14 20 224 16067 
9 14 35 224 16067 
9 14 50 224 16067 
9 15 5 224 16067 
9 15 20 224 16067 
9 15 35 224 16067 
9 15 50 224 16067 
