1100,2021-07-05,12:15:12,0,="",50E,ZR1,2010.0,0,128,6,1,0.96647 ,-2.58467 ,4.19156 ,2.60599 ,2.22331 ,2045.479 ,35660.48 ,33174.18 ,32070.14 ,32332.52 ,32186.98 ,31908.62 ,31583.94 ,31242.84 ,30893.81 ,30536.62 ,30168.53 ,29767.69 ,29315.72 ,28647.49 ,25109.2 ,18733.99 ,14395.8 ,7620.88 ,2049.161 ,289.7169 ,132.6587 ,78.17976 ,57.89399 ,19.48619 ,7.45931 ,2.88428 ,0.89631 ,0.77296 ,-0.06235 ,-0.22641 ,-0.21733 ,-0.02566 ,-0.18611 ,-0.40549 ,-0.40678 ,-0.5567 ,0.42899 ,186.0593 ,4290.991 ,16580.08 ,36626.7 ,55947.32 ,58792.7 ,54510.49 ,48427.9 ,41623.09 ,33912.48 ,25883.47 ,18167.92 ,11420.25 ,6224.414 ,2833.199 ,1027.737 ,284.1409 ,60.57165 ,11.93758 ,0.81303 ,-0.53285 ,-0.31807 ,1.30745 
1100,2021-07-05,12:15:19,0,="",50E,ZR2,2010.0,0,128,6,2,13.03691 ,8.29827 ,-1.33289 ,-7.47736 ,-8.32814 ,2034.387 ,35575.63 ,33164.37 ,32072.99 ,32338 ,32186.65 ,31907.23 ,31586.45 ,31244.93 ,30895.5 ,30539 ,30164.9 ,29769.32 ,29319.8 ,28650.65 ,25085.91 ,18707.02 ,14378.3 ,7618.534 ,2064.086 ,297.3126 ,134.2912 ,75.96986 ,59.28945 ,19.91569 ,7.98678 ,2.95605 ,1.53765 ,0.42481 ,0.56847 ,0.08908 ,0.31179 ,0.28957 ,0.40443 ,0.58011 ,0.38318 ,0.32726 ,1.07561 ,192.558 ,4292.835 ,16569.92 ,36622.09 ,55933.93 ,58784.85 ,54503.68 ,48422.95 ,41619.16 ,33912.96 ,25880.87 ,18165.52 ,11409.65 ,6235.121 ,2837.616 ,1022.917 ,286.3867 ,64.05669 ,10.39112 ,0.92092 ,0.12157 ,-0.81362 ,-7.20006 
1100,2021-07-05,12:15:26,0,="",50E,ZR3,2010.0,0,128,6,3,2.4715 ,-0.12814 ,-3.1372 ,-5.29552 ,-4.66504 ,2042.108 ,35647.96 ,33170.47 ,32071.17 ,32330.84 ,32181.74 ,31905.6 ,31581.74 ,31237.46 ,30889.54 ,30537.11 ,30167.21 ,29772.06 ,29313.09 ,28643.62 ,25097.45 ,18714.97 ,14384.78 ,7606.647 ,2046.116 ,286.5348 ,133.6014 ,79.28198 ,56.72928 ,20.27526 ,7.48179 ,3.29428 ,1.5562 ,0.28826 ,-0.0281 ,0.01294 ,0.38153 ,0.24889 ,0.36658 ,0.17316 ,0.20001 ,0.11163 ,0.44078 ,191.9413 ,4288.263 ,16569.98 ,36626.88 ,55943.19 ,58792.09 ,54509.77 ,48425.68 ,41624.33 ,33915.95 ,25883.56 ,18164.41 ,11418.92 ,6230.537 ,2835.835 ,1025.874 ,284.3 ,62.83892 ,11.18096 ,1.45852 ,-0.69915 ,-1.7521 ,-2.32931 
1100,2021-07-05,12:15:33,0,="",50E,ZR4,2010.0,0,128,6,4,7.86595 ,-1.90886 ,-7.29529 ,-8.52741 ,-13.26539 ,2024.505 ,35424.88 ,33147.04 ,32075.47 ,32336.85 ,32182.2 ,31905.75 ,31583.45 ,31241.01 ,30893.64 ,30534.53 ,30165.3 ,29765.38 ,29315.91 ,28641.05 ,25001.9 ,18631.1 ,14321.19 ,7610.057 ,2092.907 ,303.9047 ,130.5116 ,79.65818 ,57.26183 ,21.71964 ,8.66726 ,3.46248 ,1.82251 ,0.72693 ,0.74347 ,0.17496 ,0.48252 ,0.28444 ,0.67947 ,-0.07821 ,-0.18442 ,-0.61648 ,-0.06627 ,193.4924 ,4289.432 ,16567.7 ,36616.27 ,55939.89 ,58792.02 ,54509.05 ,48422.68 ,41615.15 ,33899.55 ,25863.64 ,18143.47 ,11398.86 ,6229.2 ,2832.228 ,1023.053 ,279.2699 ,64.3265 ,7.97416 ,1.61354 ,-2.0351 ,-6.23932 ,-8.93779 
1100,2021-07-05,12:15:40,0,="",50E,ZR5,2010.0,0,128,6,5,-3.0064 ,-3.17047 ,10.67522 ,5.20349 ,13.20908 ,2052.376 ,35448.94 ,33154.37 ,32090.1 ,32344.97 ,32194.09 ,31918.29 ,31595.82 ,31260.71 ,30910.22 ,30546.86 ,30177.18 ,29777.35 ,29325.25 ,28654.6 ,25039.64 ,18647.38 ,14326.87 ,7590.995 ,2062.624 ,296.5405 ,133.3296 ,77.51892 ,58.39113 ,21.55336 ,9.31663 ,4.84062 ,1.88272 ,1.54095 ,0.45695 ,1.26637 ,0.32187 ,0.45692 ,0.82368 ,0.24632 ,-0.06474 ,-0.07812 ,-0.34927 ,191.7277 ,4285.614 ,16569.26 ,36607.73 ,55912.49 ,58750.65 ,54478.18 ,48402.36 ,41599.44 ,33895.66 ,25873.73 ,18166.96 ,11416.57 ,6227.15 ,2835.851 ,1026.66 ,287.9138 ,60.516 ,10.55528 ,-0.4261 ,-1.27128 ,-0.84387 ,-4.43534 
1100,2021-07-05,12:15:47,0,="",50E,ZR6,2010.0,0,128,6,6,2.02772 ,5.33587 ,4.31859 ,2.64308 ,0.3933 ,2037.062 ,35578.05 ,33168.97 ,32074.61 ,32334.98 ,32183.26 ,31906.09 ,31580.85 ,31239.12 ,30890.38 ,30535.52 ,30162.94 ,29768.14 ,29319.26 ,28639.49 ,25069.05 ,18697.63 ,14371.44 ,7611.055 ,2065.714 ,288.3279 ,133.0171 ,79.17713 ,53.72903 ,20.92739 ,6.97844 ,3.87471 ,1.26828 ,-0.08752 ,0.39854 ,-0.30703 ,0.08372 ,-0.1262 ,0.35203 ,-0.00052 ,0.09008 ,-0.01993 ,-0.57728 ,191.7263 ,4281.741 ,16556.75 ,36594.33 ,55909.92 ,58759.54 ,54481.2 ,48402.23 ,41601.29 ,33903.18 ,25882.92 ,18169.81 ,11421.94 ,6228.962 ,2835.356 ,1025.859 ,286.8875 ,61.80295 ,11.00975 ,1.36326 ,-0.21032 ,-0.36649 ,-1.40365 
1100,2021-07-05,12:16:50,0,="",50E,XR1,2010.0,0,128,6,7,-2.44259 ,-4.49607 ,-4.30575 ,-4.37887 ,-3.68939 ,223.0046 ,1902.005 ,1150.157 ,1249.032 ,1246.127 ,1240.04 ,1226.842 ,1215.457 ,1202.941 ,1184.974 ,1173.638 ,1158.954 ,1143.962 ,1126.468 ,1088.636 ,783.7252 ,316.6306 ,92.87702 ,-132.7653 ,-144.926 ,-43.51179 ,-9.63171 ,-0.24621 ,-0.3674 ,-1.29049 ,-0.32942 ,-2.27556 ,-1.50955 ,-2.2274 ,-2.63692 ,-2.28337 ,-1.97249 ,-1.49473 ,-0.23203 ,0.48291 ,1.91561 ,2.4253 ,3.91558 ,34.71745 ,599.6207 ,1789.015 ,2649.482 ,2959.43 ,2294.414 ,2000.494 ,1757.657 ,1508.377 ,1228.269 ,936.9343 ,663.0087 ,417.9908 ,230.6949 ,107.1615 ,41.9465 ,15.26193 ,6.18443 ,4.50162 ,4.3981 ,3.62117 ,3.88957 ,3.97216 
1100,2021-07-05,12:16:57,0,="",50E,XR2,2010.0,0,128,6,8,1.24669 ,-0.08115 ,2.69215 ,-0.56869 ,1.70938 ,225.5836 ,1826.893 ,1085.262 ,1184.021 ,1178.637 ,1173.57 ,1159.426 ,1149.814 ,1136.301 ,1122.145 ,1111.629 ,1095.536 ,1081.596 ,1064.842 ,1030.291 ,730.0004 ,270.7769 ,61.83161 ,-144.0862 ,-138.5932 ,-42.77893 ,-8.15749 ,3.94697 ,1.81842 ,1.88118 ,1.98355 ,1.88888 ,1.07023 ,0.45153 ,0.07772 ,0.8781 ,1.87689 ,-0.70072 ,-0.56961 ,-0.3526 ,-1.23698 ,-1.42551 ,-1.95391 ,39.80224 ,586.9112 ,1742.461 ,2554.882 ,2838.371 ,2153.416 ,1875.042 ,1648.354 ,1418.609 ,1146.302 ,876.9605 ,616.7086 ,387.2631 ,212.4566 ,94.99994 ,33.68312 ,8.45797 ,0.23138 ,-1.48987 ,-2.56795 ,-2.44646 ,-1.94055 ,-1.52527 
1100,2021-07-05,12:17:04,0,="",50E,XR3,2010.0,0,128,6,9,-3.95023 ,5.24885 ,-2.1156 ,2.8881 ,-1.12687 ,226.4701 ,1791.718 ,1060.927 ,1158.393 ,1157.732 ,1149.342 ,1134.621 ,1127.188 ,1111.32 ,1100.761 ,1087.808 ,1073.095 ,1059.738 ,1042.177 ,1006.004 ,719.7241 ,263.3231 ,50.15655 ,-140.9102 ,-143.2926 ,-51.04793 ,3.97188 ,-5.32083 ,5.89993 ,2.79643 ,-0.83064 ,2.11834 ,0.62174 ,0.06763 ,0.01882 ,-0.11779 ,0.87658 ,0.737 ,0.4295 ,0.08105 ,1.22043 ,-0.53297 ,-1.5804 ,36.7682 ,578.4329 ,1730.271 ,2541.208 ,2790.974 ,2115.733 ,1839.995 ,1612.153 ,1380.302 ,1132.954 ,856.4822 ,603.6467 ,382.0024 ,209.734 ,95.84961 ,35.05839 ,10.38601 ,2.96543 ,1.39447 ,0.81313 ,0.64599 ,1.4689 ,-0.70905 
1100,2021-07-05,12:17:11,0,="",50E,XR4,2010.0,0,128,6,10,-0.50638 ,-0.61609 ,-1.11911 ,-0.2102 ,0.48473 ,221.674 ,1778.848 ,1043.347 ,1144.738 ,1142.375 ,1130.144 ,1119.356 ,1110.805 ,1096.344 ,1083.234 ,1072.959 ,1058.814 ,1042.486 ,1026.244 ,996.8387 ,697.3677 ,257.1614 ,50.06662 ,-167.2478 ,-139.783 ,-44.30155 ,-6.65483 ,-1.41483 ,4.37798 ,0.78687 ,3.1569 ,-0.36269 ,0.09999 ,0.25674 ,0.76629 ,0.46834 ,0.61997 ,-0.05957 ,0.27655 ,0.84157 ,0.41287 ,1.51419 ,-2.60689 ,38.73822 ,585.8933 ,1728.092 ,2523.466 ,2761.456 ,2092.191 ,1821.675 ,1589.606 ,1367.523 ,1111.853 ,848.6634 ,595.5496 ,376.2947 ,206.9744 ,94.70389 ,34.94952 ,10.2256 ,2.63088 ,1.28892 ,1.27966 ,0.67868 ,0.6101 ,0.33055 
