l200,2021-03-06,13:31:02,0,="111111111111111111111111111111111",825N,ZR1,1530.0,0,32,4,1,1.62338 ,-4.04612 ,6.23384 ,-3.53322 ,1.55873 ,45.33493 ,467.1814 ,592.6889 ,562.3061 ,543.2939 ,518.7512 ,496.6509 ,483.0319 ,467.8149 ,445.0564 ,363.1476 ,210.7735 ,127.6226 ,38.1369 ,-34.31301 ,-58.63993 ,-57.83722 ,-43.46988 ,-34.1131 ,-25.9101 ,-17.85327 ,-9.90591 ,-6.21977 ,-4.66726 ,-2.3832 ,-1.04861 ,-1.25761 ,-0.66231 ,-0.19704 ,-0.14526 ,0.25724 ,0.48044 ,-1.14885 ,27.44534 ,130.3424 ,243.9837 ,425.4327 ,561.1065 ,591.138 ,549.2201 ,482.4202 ,407.6739 ,327.977 ,242.7305 ,168.5659 ,103.9734 ,57.29645 ,26.46796 ,9.80973 ,3.09097 ,0.21444 ,-0.27363 ,-0.34246 ,0.03919 ,-0.16477 ,0.75084 
l200,2021-03-06,13:31:06,0,="111111111111111111111111111111111",825N,ZR2,1530.0,0,32,4,2,4.69565 ,-1.60705 ,2.43027 ,-4.06819 ,2.94428 ,41.50139 ,469.8602 ,589.3202 ,564.0706 ,544.549 ,517.9633 ,498.6021 ,481.6208 ,469.656 ,442.9639 ,362.5716 ,221.2347 ,128.8223 ,22.79478 ,-36.02299 ,-61.98307 ,-54.34544 ,-42.24416 ,-36.74915 ,-25.82562 ,-17.44765 ,-9.55444 ,-6.9565 ,-3.69137 ,-2.89196 ,-1.80383 ,-1.65158 ,-1.13869 ,-0.81197 ,0.12244 ,0.32115 ,0.30242 ,-0.16709 ,17.55877 ,133.2341 ,247.7973 ,428.4367 ,569.1069 ,592.0204 ,550.5557 ,478.5483 ,406.3986 ,330.7801 ,246.3795 ,167.5216 ,104.9211 ,57.02665 ,26.20529 ,9.4767 ,2.77852 ,-0.20495 ,-0.34343 ,0.03175 ,0.22397 ,0.02474 ,1.53426 
l200,2021-03-06,13:31:10,0,="111111111111111111111111111111111",825N,ZR3,1530.0,0,32,4,3,-2.57742 ,-1.54678 ,1.01901 ,-0.55865 ,-2.93991 ,46.15373 ,467.5894 ,587.5874 ,568.5067 ,539.4286 ,518.0346 ,499.8562 ,482.0837 ,465.1836 ,444.5218 ,362.2117 ,215.023 ,138.0439 ,35.8973 ,-34.23903 ,-56.01604 ,-57.74177 ,-43.78138 ,-36.68753 ,-25.14423 ,-15.86812 ,-11.15287 ,-7.45246 ,-4.35989 ,-2.11697 ,-1.63114 ,-1.37786 ,-0.01211 ,-0.14331 ,0.13018 ,0.43019 ,0.50644 ,0.55307 ,28.47962 ,129.7139 ,236.9804 ,418.2327 ,561.0025 ,593.2092 ,551.525 ,479.0178 ,408.3864 ,329.6278 ,242.6511 ,169.3606 ,104.0255 ,57.91414 ,26.10443 ,9.20631 ,2.52417 ,0.04678 ,-0.0001 ,-0.04893 ,0.2936 ,0.05234 ,-1.72546 
l200,2021-03-06,13:31:14,0,="111111111111111111111111111111111",825N,ZR4,1530.0,0,32,4,4,1.58861 ,0.45712 ,-3.72553 ,0.06422 ,0.61128 ,43.2939 ,466.2385 ,588.6675 ,566.2729 ,542.0753 ,517.2093 ,498.1432 ,481.841 ,466.2348 ,443.7657 ,365.746 ,218.3553 ,132.1762 ,29.68903 ,-34.5398 ,-58.17417 ,-53.29731 ,-44.22358 ,-37.35033 ,-24.62945 ,-16.87754 ,-11.05273 ,-6.46777 ,-3.85185 ,-2.98329 ,-1.33036 ,-0.59089 ,-0.03976 ,0.32865 ,0.45758 ,0.13305 ,-0.55129 ,-0.48455 ,20.47153 ,127.2071 ,241.2114 ,424.8849 ,561.0471 ,594.7221 ,547.8941 ,480.5001 ,407.301 ,327.9505 ,242.6414 ,166.7545 ,103.5636 ,57.211 ,26.10482 ,9.75437 ,2.85484 ,1.17235 ,0.44578 ,0.1109 ,-0.3225 ,0.03966 ,-0.44987 
l200,2021-03-06,13:31:18,0,="111111111111111111111111111111111",825N,ZR5,1530.0,0,32,4,5,0.79834 ,-0.7764 ,2.62213 ,-1.70743 ,-1.17873 ,44.7592 ,468.1546 ,586.0873 ,567.9298 ,543.7901 ,522.2048 ,496.1467 ,484.992 ,464.8406 ,445.2678 ,363.5093 ,213.9418 ,134.5297 ,38.4658 ,-33.16095 ,-57.70562 ,-56.67949 ,-44.99887 ,-34.30626 ,-24.21614 ,-15.49088 ,-10.4933 ,-5.45487 ,-3.05733 ,-1.17246 ,-1.51293 ,-0.49476 ,-0.34224 ,-0.57013 ,-0.60214 ,-0.05964 ,0.30938 ,1.70877 ,16.15642 ,131.0714 ,245.2384 ,428.2331 ,563.1369 ,593.4692 ,548.8513 ,482.6877 ,407.3687 ,328.2739 ,242.6551 ,170.1788 ,104.7973 ,57.60928 ,26.8021 ,10.4208 ,3.25601 ,-0.00795 ,-0.04902 ,-0.64832 ,-0.28974 ,0.14151 ,0.92227 
l200,2021-03-06,13:31:22,0,="111111111111111111111111111111111",825N,ZR6,1530.0,0,32,4,6,0.68999 ,-2.75323 ,-1.46841 ,0.53407 ,-0.38687 ,43.45527 ,465.1077 ,589.2766 ,565.8403 ,540.8244 ,519.2632 ,499.9601 ,481.1674 ,464.4446 ,446.1032 ,358.0642 ,217.5014 ,135.8169 ,35.2777 ,-38.28117 ,-58.47069 ,-54.31532 ,-45.62686 ,-36.21712 ,-23.47577 ,-19.3353 ,-10.60122 ,-7.10117 ,-4.33586 ,-2.49666 ,-0.99436 ,-1.45391 ,-0.09169 ,-0.33797 ,0.19326 ,0.51216 ,0.42976 ,0.30404 ,25.95106 ,124.2597 ,236.299 ,421.5457 ,564.001 ,597.2582 ,546.818 ,481.8291 ,409.2232 ,327.5356 ,244.5388 ,167.6121 ,104.9448 ,57.08731 ,27.2655 ,9.55944 ,2.11397 ,-0.36355 ,-0.3346 ,-0.23724 ,0.37777 ,0.04081 ,0.72023 
l200,2021-03-06,13:31:26,0,="111111111111111111111111111111111",825N,ZR7,1530.0,0,32,4,7,-0.5964 ,0.6368 ,-1.96793 ,0.29438 ,0.5193 ,43.74155 ,471.6779 ,586.4642 ,564.5806 ,541.5003 ,519.1792 ,501.156 ,484.1181 ,463.3832 ,449.7777 ,362.2859 ,218.1495 ,132.0373 ,31.62352 ,-34.8633 ,-59.93546 ,-52.42532 ,-45.65446 ,-35.7707 ,-24.69654 ,-16.6389 ,-10.44624 ,-6.24514 ,-3.88654 ,-2.2101 ,-1.49283 ,-0.89744 ,0.1544 ,-0.31128 ,0.01146 ,-0.21319 ,-0.4445 ,0.38317 ,21.79852 ,134.3255 ,245.1942 ,421.5598 ,566.8311 ,588.7116 ,556.8185 ,480.9827 ,407.5731 ,327.3579 ,244.4168 ,167.6197 ,104.4886 ,58.18143 ,26.262 ,10.13619 ,3.5149 ,0.64324 ,0.53247 ,-0.53156 ,-0.56426 ,-0.16238 ,-1.8667 
l200,2021-03-06,13:31:30,0,="111111111111111111111111111111111",825N,ZR8,1530.0,0,32,4,8,0.48237 ,1.0607 ,1.37541 ,-0.64492 ,1.01962 ,47.26447 ,466.8095 ,587.1074 ,566.5328 ,542.8231 ,520.9148 ,499.0596 ,482.1778 ,467.8948 ,448.1196 ,360.2454 ,220.4669 ,132.8001 ,27.07106 ,-43.404 ,-58.95747 ,-52.03139 ,-44.74701 ,-33.23802 ,-25.47415 ,-17.40322 ,-10.16402 ,-6.40971 ,-4.26337 ,-2.1323 ,-2.08761 ,-1.47103 ,-0.93342 ,-0.17949 ,0.03778 ,0.18292 ,-0.14378 ,-0.79551 ,25.17492 ,133.1073 ,246.2002 ,432.0593 ,563.5453 ,592.0162 ,548.9569 ,481.992 ,408.8237 ,326.5418 ,244.41 ,168.5484 ,104.4881 ,56.42729 ,26.57616 ,9.29864 ,2.85112 ,0.77133 ,-0.50559 ,-0.26928 ,-0.12037 ,0.10083 ,1.53687 
l200,2021-03-06,13:33:07,0,="111111111111111111111111111111111",825N,XR1,1530.0,0,32,4,9,-1.58527 ,-3.42034 ,3.72308 ,-0.45121 ,1.1705 ,64.77737 ,301.5664 ,157.6706 ,99.56782 ,67.43155 ,49.79144 ,36.32221 ,31.26813 ,22.13066 ,11.91718 ,-98.82406 ,-225.5744 ,-252.9709 ,-240.1186 ,-192.9051 ,-133.3893 ,-93.39651 ,-59.51687 ,-39.11863 ,-25.93919 ,-14.1853 ,-8.5398 ,-2.84147 ,-1.26979 ,0.30597 ,-0.33153 ,0.34763 ,-0.27491 ,-0.3183 ,-0.53285 ,-0.43434 ,-0.33304 ,0.62176 ,44.12184 ,201.8989 ,303.5348 ,354.8839 ,306.1939 ,192.9174 ,107.5223 ,50.43659 ,15.30369 ,-6.60651 ,-20.70862 ,-24.06873 ,-20.18216 ,-13.24268 ,-8.20406 ,-3.07447 ,-0.85649 ,0.11316 ,0.33626 ,0.06307 ,0.16893 ,-0.01731 ,-1.50492 
l200,2021-03-06,13:33:11,0,="111111111111111111111111111111111",825N,XR2,1530.0,0,32,4,10,0.65903 ,-0.93819 ,2.02183 ,-2.68697 ,1.05941 ,66.05517 ,296.0037 ,161.5424 ,95.03281 ,65.83163 ,51.01103 ,33.43642 ,27.02087 ,21.35625 ,13.71197 ,-91.9841 ,-235.6503 ,-266.2173 ,-253.1861 ,-188.1816 ,-133.5258 ,-88.83983 ,-64.77599 ,-38.60576 ,-28.42443 ,-15.72349 ,-8.78881 ,-5.68491 ,-2.49975 ,-0.99475 ,-0.28567 ,-0.47288 ,-0.06169 ,0.43047 ,0.42286 ,0.07311 ,0.36591 ,0.08877 ,49.48255 ,207.7792 ,301.2821 ,365.8323 ,303.0992 ,192.7585 ,106.0813 ,48.70692 ,18.13787 ,-7.77929 ,-20.07061 ,-24.81883 ,-20.43172 ,-14.77599 ,-8.21065 ,-4.06759 ,-1.5569 ,-0.97631 ,-0.93664 ,-0.54842 ,0.02069 ,0.64829 ,-0.10224 
