h
h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
10 25 56 25 10570 
10 26 11 25 10570 
10 26 26 25 10570 
10 26 41 25 10570 
10 26 56 25 10570 
10 27 11 25 10570 
10 27 26 25 10570 
10 27 41 25 10570 
10 27 56 25 10570 
10 28 11 25 10570 
10 28 26 25 10570 
10 28 41 25 10570 
10 28 56 25 10570 
10 29 11 25 10570 
10 29 26 25 10570 
10 29 41 25 10570 
10 29 56 25 10570 
10 30 11 25 10570 
10 30 26 25 10570 
10 30 41 25 10570 
10 30 56 25 10570 
10 31 11 25 10570 
10 31 26 25 10570 
10 31 41 25 10570 
10 31 56 25 10570 
10 32 11 25 10570 
10 32 26 25 10570 
10 32 41 25 10570 
10 32 56 25 10570 
10 33 11 25 10570 
10 33 26 25 10570 
10 33 41 25 10570 
10 33 56 25 10570 
10 34 11 25 10570 
10 34 26 25 10570 
10 34 41 25 10570 
10 34 56 25 10570 
10 35 11 25 10570 
10 35 26 25 10570 
10 35 41 25 10570 
10 35 56 25 10570 
10 36 11 25 10570 
10 36 26 25 10570 
10 36 41 25 10570 
10 36 56 25 10570 
10 37 11 25 10570 
10 37 26 25 10570 
10 37 41 25 10570 
10 37 56 25 10570 
10 38 11 25 10570 
10 38 26 25 10570 
10 38 41 25 10570 
10 38 56 25 10570 
10 39 11 25 10570 
10 39 26 25 10570 
10 39 41 25 10570 
10 39 56 25 10570 
10 40 11 25 10570 
10 40 26 25 10570 
10 41 56 25 10570 
10 42 11 25 10570 
10 42 26 25 10570 
10 42 41 25 10570 
10 42 56 25 10570 
10 43 11 25 10570 
10 43 26 25 10570 
10 43 41 25 10570 
10 43 56 25 10570 
10 44 11 25 10570 
10 44 26 25 10570 
10 44 41 25 10570 
10 44 56 25 10570 
10 45 11 25 10570 
10 45 26 25 10570 
10 45 41 25 10570 
10 45 56 25 10570 
10 46 11 25 10570 
10 46 26 25 10570 
10 46 41 25 10570 
10 46 56 25 10570 
10 47 11 25 10570 
10 47 26 25 10570 
10 47 41 25 10570 
10 47 56 25 10570 
10 48 11 25 10570 
10 48 26 25 10570 
10 48 41 25 10570 
10 48 56 25 10570 
10 49 11 25 10570 
10 49 26 25 10570 
10 49 41 25 10570 
10 49 56 25 10570 
10 50 11 25 10570 
10 50 26 25 10570 
10 50 41 25 10570 
10 50 56 25 10570 
10 51 11 25 10570 
10 51 26 25 10570 
10 51 41 25 10570 
10 51 56 25 10570 
10 52 11 25 10570 
10 52 26 25 10570 
10 52 41 25 10570 
10 52 56 25 10570 
10 53 11 25 10570 
10 53 26 25 10570 
10 53 41 25 10570 
10 53 56 25 10570 
10 54 11 25 10570 
10 54 26 25 10570 
10 54 41 25 10570 
10 54 56 25 10570 
10 55 11 25 10570 
10 55 26 25 10570 
10 55 41 25 10570 
10 55 56 25 10570 
10 56 11 25 10570 
10 56 26 25 10570 
10 57 56 25 10570 
10 58 11 25 10570 
10 58 26 25 10570 
10 58 41 25 10570 
10 58 56 25 10570 
10 59 11 25 10570 
10 59 26 25 10570 
10 59 41 25 10570 
10 59 56 25 10570 
