1200n,10/15/21,11:46:41 AM,0,="",50E,XR1,1980.0,0,32,1,1,-6.88371 ,-7.88128 ,-6.94957 ,-6.08677 ,-6.72564 ,-4.7234 ,-7.3868 ,-7.45368 ,-5.45397 ,-5.76201 ,-6.8067 ,-5.82129 ,-4.76798 ,-4.2887 ,-2.90355 ,-4.00651 ,-2.01744 ,-2.59957 ,-2.32041 ,-0.81265 ,-1.51688 ,-2.24441 ,-0.42051 ,-2.49604 ,0.69916 ,-0.92715 ,0.21641 ,-0.69804 ,1.29826 ,0.52469 ,0.81883 ,0.7795 ,0.16801 ,-0.04901 ,0.76729 ,0.78978 ,0.16746 ,0.4627 ,0.79877 ,-0.11062 ,1.05674 ,0.89014 ,0.69752 ,0.54338 ,0.83187 ,1.94567 ,0.85834 ,0.34426 ,0.00051 ,0.17631 ,-3.0449 ,-0.23305 ,1.6736 ,-0.03673 ,0.86939 ,0.1737 ,1.54863 ,2.17348 ,1.67223 ,4.12718 ,4.28726 ,5.59549 ,7.80928 ,7.44152 ,9.14333 ,8.27893 ,9.6033 ,9.10678 ,8.96119 ,8.84862 ,8.83807 ,9.25826 ,8.54925 ,7.95917 ,7.21583 ,6.75324 ,7.68176 ,7.19783 
1200n,10/15/21,11:46:41 AM,0,="",50E,YR1,1980.0,0,32,1,1,-3435.043 ,-3432.11 ,-3434.435 ,-3433.27 ,-3439.709 ,-3460.873 ,-3618.578 ,-3447.614 ,-3293.255 ,-3121.51 ,-2937.972 ,-2759.782 ,-2568.485 ,-2378.429 ,-2182.507 ,-1999.924 ,-1808.968 ,-1608.193 ,-1417.242 ,-1223.219 ,-985.1208 ,-901.4129 ,-873.8365 ,-845.4816 ,-808.2748 ,-770.4223 ,-733.1536 ,-687.0239 ,-649.7722 ,-594.1126 ,-540.6668 ,-489.1596 ,-425.6209 ,-368.3372 ,-308.6295 ,-253.7766 ,-206.9415 ,-166.7057 ,-133.4744 ,-106.0648 ,-81.81243 ,-53.76088 ,-33.20784 ,-23.04617 ,-18.6027 ,-12.04914 ,-9.29741 ,-6.53723 ,-0.71234 ,-11.81888 ,-120.4383 ,-201.2802 ,-274.6746 ,-273.7892 ,-181.7741 ,-19.31237 ,204.2477 ,481.7301 ,833.9826 ,1221.603 ,1645.063 ,2053.792 ,2431.619 ,2730.602 ,2956.368 ,3101.883 ,3203.515 ,3268.676 ,3314.551 ,3343.171 ,3376.225 ,3405.823 ,3417.124 ,3422.987 ,3426.857 ,3428.177 ,3431.801 ,3431.807 
1200n,10/15/21,11:46:41 AM,0,="",50E,ZR1,1980.0,0,32,1,1,43829.33 ,43822.69 ,43824.12 ,43822.08 ,43821.01 ,43618.31 ,39811.43 ,36179.59 ,32791.93 ,29420.95 ,26095.46 ,22826.92 ,19616.83 ,16447.01 ,13342.39 ,10293.25 ,7314.815 ,4380.586 ,1498.67 ,-1255.454 ,-2183.906 ,-2072.409 ,-2058.078 ,-2009.378 ,-1906.554 ,-1801.173 ,-1697.814 ,-1575.865 ,-1443.633 ,-1316.413 ,-1181.249 ,-1042.772 ,-900.1543 ,-762.1835 ,-623.0673 ,-497.771 ,-388.3372 ,-290.9681 ,-214.2689 ,-154.2292 ,-110.3621 ,-61.72792 ,-30.88718 ,-16.32005 ,-11.0086 ,-6.89226 ,-4.88652 ,-4.20963 ,-0.85673 ,-82.50522 ,-878.4722 ,-1698.607 ,-3568.915 ,-5897.833 ,-8642.953 ,-11894.75 ,-15730.57 ,-19989.79 ,-24659.93 ,-29465.62 ,-34021.89 ,-37965.16 ,-40941.49 ,-42838.23 ,-43802.9 ,-44134.85 ,-44167.61 ,-44111.42 ,-44044.27 ,-43984.7 ,-43918.78 ,-43871.23 ,-43849.3 ,-43836.76 ,-43830.69 ,-43826.66 ,-43823.18 ,-43819.74 
1200n,10/15/21,12:00:03 PM,0,="",50E,XR2,1980.0,0,32,1,2,2868.295 ,2867.441 ,2858.337 ,2869.725 ,2868.291 ,2953.862 ,3662.225 ,3569.953 ,3498.552 ,3412.09 ,3311.966 ,3194.95 ,3068.5 ,2933.091 ,2791.084 ,2645.495 ,2494.797 ,2358.079 ,2200.989 ,2024.652 ,1581.406 ,1407.677 ,1362.267 ,1288.766 ,1197.501 ,1138.544 ,1065.573 ,998.2964 ,927.8168 ,854.1219 ,776.987 ,699.5125 ,616.9263 ,540.1346 ,467.2566 ,395.1011 ,332.1483 ,280.7233 ,233.1962 ,193.405 ,158.1896 ,109.6573 ,70.07512 ,50.03158 ,35.1349 ,30.65516 ,25.77559 ,18.80729 ,17.99533 ,56.82468 ,388.8863 ,623.0246 ,993.6787 ,1174.119 ,1211.055 ,1128.04 ,924.6079 ,647.8436 ,291.0653 ,-142.9625 ,-625.4659 ,-1106.273 ,-1553.694 ,-1915.708 ,-2184.691 ,-2374.673 ,-2494.247 ,-2577.536 ,-2634.831 ,-2679.533 ,-2740.032 ,-2792.068 ,-2817.541 ,-2833.466 ,-2847.191 ,-2853.49 ,-2862.354 ,-2869.485 
1200n,10/15/21,12:00:03 PM,0,="",50E,YR2,1980.0,0,32,1,2,3429.834 ,3425.211 ,3418.135 ,3425.699 ,3419.668 ,3443.952 ,3608.117 ,3435.781 ,3276.296 ,3111.045 ,2929.612 ,2762.801 ,2566.782 ,2376.179 ,2188.227 ,1991.407 ,1799.658 ,1607.146 ,1426.032 ,1229.339 ,994.9385 ,913.0352 ,883.4905 ,850.9972 ,808.2989 ,778.1617 ,740.2168 ,684.4659 ,642.6303 ,597.8307 ,541.1676 ,483.8405 ,426.8423 ,367.3073 ,311.1017 ,255.2032 ,209.7748 ,169 ,132.1354 ,101.8737 ,80.5092 ,54.90602 ,30.54023 ,21.12852 ,15.2937 ,11.20907 ,8.34473 ,8.23776 ,5.83953 ,12.5829 ,103.6027 ,206.0072 ,282.3181 ,257.2145 ,179.3686 ,28.83936 ,-192.5399 ,-482.7839 ,-826.606 ,-1222.982 ,-1636.731 ,-2052.027 ,-2420.423 ,-2721.707 ,-2943.161 ,-3094.123 ,-3192.785 ,-3258.794 ,-3301.559 ,-3331.384 ,-3366.227 ,-3391.49 ,-3403.941 ,-3410.909 ,-3414.469 ,-3419.869 ,-3421.718 ,-3422.7 
1200n,10/15/21,12:00:03 PM,0,="",50E,ZR2,1980.0,0,32,1,2,-43831.66 ,-43825.99 ,-43829.12 ,-43829.49 ,-43834.35 ,-43627.98 ,-39834.29 ,-36193.56 ,-32799.85 ,-29435.72 ,-26103.36 ,-22839.88 ,-19611.21 ,-16453.47 ,-13346.56 ,-10297.86 ,-7317.29 ,-4380.002 ,-1497.744 ,1248.73 ,2179.56 ,2086.701 ,2047.216 ,1983.078 ,1899.808 ,1807.269 ,1689.667 ,1581.285 ,1445.272 ,1314.524 ,1180.181 ,1043.378 ,904.5286 ,758.1133 ,626.9215 ,498.2041 ,382.8825 ,287.7275 ,210.2017 ,151.9237 ,108.159 ,63.1535 ,28.88278 ,16.00928 ,10.47797 ,7.78333 ,5.23103 ,5.16719 ,-0.22444 ,71.22844 ,863.7594 ,1698.567 ,3563.71 ,5907.708 ,8643.629 ,11924.89 ,15768.31 ,20044.74 ,24724.04 ,29530.13 ,34090.58 ,38025.47 ,40990.13 ,42871.32 ,43816.41 ,44140.82 ,44170.24 ,44113.26 ,44043.08 ,43987.74 ,43925.91 ,43880.08 ,43856.6 ,43844.8 ,43839.13 ,43829.87 ,43827.62 ,43824.68 
1200n,10/15/21,12:01:12 PM,0,="",50E,XR3,1980.0,0,32,3,3,9.12711 ,8.74054 ,9.74217 ,8.60932 ,8.95333 ,8.96195 ,9.69252 ,8.8287 ,8.67164 ,5.92363 ,6.88016 ,4.51872 ,6.18303 ,5.85675 ,4.77406 ,4.46957 ,4.18028 ,4.83739 ,2.48253 ,2.54536 ,2.747 ,3.49581 ,5.26398 ,0.82751 ,2.59906 ,3.68327 ,3.71294 ,2.09355 ,0.60966 ,1.85303 ,1.32715 ,1.60478 ,0.62426 ,0.51667 ,0.81055 ,0.66591 ,0.29605 ,0.74112 ,-0.14069 ,-0.51668 ,-0.02168 ,0.02973 ,0.33636 ,0.27701 ,0.13824 ,-0.53435 ,-0.67124 ,0.30397 ,-0.66775 ,-2.10053 ,4.13418 ,-2.67506 ,-0.94404 ,1.23493 ,-0.916 ,0.00651 ,1.36286 ,2.24526 ,0.89707 ,-1.05478 ,-3.70788 ,-4.79637 ,-5.75005 ,-6.37469 ,-6.47031 ,-5.91068 ,-6.60913 ,-6.98296 ,-7.11309 ,-7.33144 ,-7.46715 ,-7.3314 ,-7.56356 ,-8.37471 ,-8.33208 ,-8.1741 ,-8.27245 ,-8.58993 
1200n,10/15/21,12:01:12 PM,0,="",50E,YR3,1980.0,0,32,3,3,3426.97 ,3429.646 ,3420.984 ,3420.526 ,3421.085 ,3445.973 ,3615.534 ,3436.12 ,3281.852 ,3105.537 ,2938.669 ,2743.444 ,2567.379 ,2375.913 ,2186.076 ,1993.226 ,1804.583 ,1621.774 ,1422.601 ,1222.209 ,991.9291 ,917.0326 ,894.9304 ,848.6548 ,820.9623 ,773.1541 ,737.4007 ,697.3363 ,653.0574 ,595.9476 ,547.903 ,492.0102 ,428.1634 ,369.2814 ,309.5664 ,256.9686 ,207.4907 ,163.3076 ,126.6923 ,100.1988 ,79.42757 ,51.25081 ,32.28792 ,20.10491 ,14.18889 ,11.7353 ,8.96729 ,8.10634 ,3.12039 ,4.74519 ,99.10374 ,200.8724 ,282.8855 ,278.2932 ,191.3152 ,34.11927 ,-198.9179 ,-474.1018 ,-825.9486 ,-1217.682 ,-1638.669 ,-2051.392 ,-2420.787 ,-2719.423 ,-2937.625 ,-3088.099 ,-3187.796 ,-3253.46 ,-3298.419 ,-3328.713 ,-3364.271 ,-3388.545 ,-3402.464 ,-3408.953 ,-3412.548 ,-3416.55 ,-3419.12 ,-3421.21 
1200n,10/15/21,12:01:12 PM,0,="",50E,ZR3,1980.0,0,32,3,3,-43835.6 ,-43833.86 ,-43833.55 ,-43829.3 ,-43830.96 ,-43624.4 ,-39832.61 ,-36201.42 ,-32796.83 ,-29433.83 ,-26116.47 ,-22841.21 ,-19616.39 ,-16453.95 ,-13348.83 ,-10302.8 ,-7312.392 ,-4379.795 ,-1503.923 ,1253.053 ,2174.257 ,2071.745 ,2046.851 ,1988.953 ,1899.039 ,1799.273 ,1698.967 ,1574.24 ,1453.698 ,1311.372 ,1176.541 ,1043.839 ,902.6984 ,762.9562 ,627.5067 ,495.5447 ,381.914 ,287.0563 ,210.0045 ,151.2054 ,109.088 ,59.88914 ,29.36525 ,15.70568 ,10.05886 ,6.92805 ,3.53162 ,4.01234 ,10.67135 ,72.84664 ,868.7346 ,1693.916 ,3557.195 ,5908.264 ,8651.816 ,11927.79 ,15765.98 ,20049.82 ,24728.1 ,29536 ,34099.7 ,38030.55 ,40993.92 ,42875.39 ,43818.03 ,44141.59 ,44173.91 ,44115.33 ,44045.07 ,43988.56 ,43924.14 ,43880.28 ,43857.47 ,43846.91 ,43840.07 ,43834.19 ,43831.93 ,43830.8 
1200n,10/15/21,12:01:27 PM,0,="",50E,XR4,1980.0,0,32,3,4,7.59858 ,7.20745 ,6.03357 ,6.33705 ,7.55551 ,7.87875 ,7.16945 ,6.54882 ,8.44365 ,6.59695 ,5.65764 ,4.6317 ,6.78086 ,4.28262 ,4.54557 ,5.1125 ,2.31028 ,2.175 ,0.55528 ,1.91611 ,3.74305 ,5.17279 ,4.83841 ,0.04729 ,1.29573 ,1.42264 ,0.39011 ,-0.39687 ,-0.22292 ,-0.21184 ,-0.82534 ,-1.3131 ,-1.07038 ,0.15375 ,-0.2555 ,-1.25915 ,-1.03354 ,-1.04222 ,-0.5128 ,-0.52156 ,-0.59569 ,0.73604 ,0.06082 ,0.558 ,0.22339 ,0.68673 ,1.44028 ,0.38196 ,0.16719 ,-1.9455 ,3.34889 ,-4.30137 ,3.71536 ,-2.537 ,-1.45507 ,-1.30424 ,-0.89394 ,-0.94108 ,-2.81692 ,-4.02006 ,-4.1349 ,-5.64944 ,-5.67457 ,-6.86598 ,-7.27662 ,-6.75002 ,-7.29491 ,-7.26756 ,-7.63365 ,-7.48075 ,-7.36253 ,-7.3595 ,-7.72556 ,-7.25422 ,-7.23617 ,-6.97116 ,-7.98356 ,-7.02239 
1200n,10/15/21,12:01:27 PM,0,="",50E,YR4,1980.0,0,32,3,4,3426.245 ,3426.519 ,3422.45 ,3417.669 ,3422.749 ,3449.582 ,3609.362 ,3433.865 ,3281.001 ,3108.739 ,2941.069 ,2756.746 ,2568.942 ,2383.628 ,2190.687 ,2000.181 ,1806.538 ,1607.742 ,1426.055 ,1220.097 ,985.0337 ,930.2457 ,887.5107 ,850.3487 ,814.8029 ,778.8771 ,743.4731 ,693.1007 ,650.8472 ,595.4948 ,542.3809 ,486.3889 ,426.6765 ,365.1585 ,311.0517 ,252.7689 ,203.9313 ,163.179 ,128.1077 ,100.7827 ,80.3424 ,52.06905 ,31.01056 ,19.2087 ,15.3086 ,13.40516 ,10.33835 ,9.58702 ,10.70326 ,22.22222 ,99.68131 ,182.2483 ,306.9239 ,281.9854 ,204.7847 ,34.74678 ,-190.7897 ,-473.9916 ,-825.4388 ,-1214.225 ,-1640.061 ,-2052.155 ,-2420.953 ,-2718.996 ,-2937.862 ,-3090.737 ,-3191.118 ,-3255 ,-3300.124 ,-3331.789 ,-3365.164 ,-3389.69 ,-3402.089 ,-3407.961 ,-3413.888 ,-3415.897 ,-3420.441 ,-3422.735 
1200n,10/15/21,12:01:27 PM,0,="",50E,ZR4,1980.0,0,32,3,4,-43829.23 ,-43836.65 ,-43826.3 ,-43834.17 ,-43834.36 ,-43626.25 ,-39839.37 ,-36191.44 ,-32798.3 ,-29438.46 ,-26117.29 ,-22842.67 ,-19616.42 ,-16461.47 ,-13342.24 ,-10301.58 ,-7313.07 ,-4380.804 ,-1495.456 ,1250.401 ,2179.444 ,2087.567 ,2051.641 ,1979.531 ,1912.246 ,1804.381 ,1697.563 ,1566.906 ,1442.139 ,1310.526 ,1180.758 ,1041.095 ,901.5746 ,764.4745 ,625.7906 ,497.2112 ,383.9295 ,287.0238 ,209.1371 ,150.508 ,108.236 ,60.99753 ,29.92086 ,15.98217 ,10.32008 ,6.12751 ,4.36534 ,3.04591 ,8.71977 ,55.45675 ,845.1303 ,1696.513 ,3561.935 ,5900.594 ,8650.671 ,11932.02 ,15766.85 ,20051.2 ,24727.64 ,29538.7 ,34100.49 ,38034.4 ,40996.38 ,42873.05 ,43815.9 ,44140.01 ,44170 ,44113.94 ,44042.44 ,43987.66 ,43925.43 ,43881.04 ,43858.84 ,43849.5 ,43840.64 ,43836.44 ,43831.74 ,43830.31 
