,Easting,Northing,Type,Name,Description
0,578272.8,3491870.29,Linestring,Data_LOOP_B06_9Data_LOOP_B06_9,
1,579303.6,3491889.2,Linestring,Data_LOOP_B06_9Data_LOOP_B06_9,
