
/> 
read_ramp 01261237
<CR>Time:2021/01/26 15:55Ramp data first polarity: 
767 767 768 768 767 767 767 767 767 768 768 767 767 767 767 767 768 768 769 768 768 767 767 767 767 767 769 767 766 768 767 767 767 768 768 768 767 769 767 767 767 767 769 769 768 767 769 767 767 769 768 767 769 768 767 767 767 768 767 768 767 768 767 767 767 761 764 763 762 760 756 755 754 752 750 749 747 745 743 742 740 740 737 736 734 733 732 730 729 728 726 724 723 721 720 719 718 716 714 713 711 709 708 706 705 705 703 701 699 698 695 694 694 692 690 689 688 686 684 683 682 680 679 677 676 675 672 671 670 668 667 665 664 663 661 659 659 657 655 654 652 650 649 648 647 645 643 642 641 639 637 637 636 634 632 630 629 627 626 624 624 623 620 619 617 616 614 613 612 610 609 607 605 605 603 601 601 599 598 596 594 593 592 590 589 588 586 585 584 582 580 579 578 576 574 574 572 571 569 568 567 565 564 562 561 560 559 557 556 554 553 552 550 549 548 546 546 542 542 540 539 538 537 536 534 532 531 530 528 527 526 524 523 523 520 519 518 516 515 515 513 511 510 509 508 507 507 506 506 506 5[Warning: Maximal number of bytes per line exceeded! Check the EOL (end-of-line) settings or increase the limit in the advanced terminal settings.]
read 0126
<CR>Time:2021/01/26 15:55
Hours Minutes Seconds  Nb_Samples    Aver. Current 
11 42 34 224 15951 
11 42 49 224 15951 
11 43 4 224 15951 
11 43 19 224 15951 
11 43 34 224 15951 
11 43 49 224 15951 
11 44 4 224 15951 
11 44 19 224 15951 
11 44 34 224 15951 
11 44 49 224 15951 
11 45 4 224 15951 
11 45 19 224 15951 
11 45 34 224 15951 
11 45 49 224 15951 
11 46 4 224 15951 
11 46 19 224 15951 
11 46 34 224 15951 
11 46 49 224 15951 
11 47 4 224 15951 
11 47 19 224 15951 
11 47 34 224 15951 
11 47 49 224 15951 
11 48 4 224 15951 
11 48 19 224 15951 
11 48 34 224 15951 
11 48 49 224 15951 
11 49 4 224 15951 
11 49 19 224 15951 
11 49 34 224 15951 
11 49 49 224 15951 
11 50 4 224 15951 
11 50 19 224 15951 
11 50 34 224 15951 
11 50 49 224 15951 
11 51 4 224 15951 
11 51 19 224 15951 
11 51 34 224 15951 
11 51 49 224 15951 
11 52 41 224 15951 
11 52 56 224 15951 
11 53 11 224 15951 
11 53 26 224 15951 
11 53 41 224 15951 
11 53 56 224 15951 
11 54 11 224 15951 
11 54 26 224 15951 
11 54 41 224 15951 
11 54 56 224 15951 
11 55 11 224 15951 
11 55 26 223 15951 
11 55 41 224 15951 
11 55 56 224 15951 
11 56 11 224 15951 
11 56 26 224 15951 
11 56 41 224 15951 
11 56 56 224 15951 
11 57 11 224 15951 
11 57 26 224 15951 
11 57 41 224 15951 
11 57 56 224 15951 
11 58 11 224 15951 
11 58 26 224 15951 
11 58 41 224 15951 
11 58 56 224 15951 
11 59 11 224 15951 
11 59 26 224 15951 
11 59 41 224 15951 
12 0 11 225 15951 
12 0 26 224 15951 
12 0 41 224 15951 
12 0 56 224 15951 
12 1 11 224 15951 
12 1 26 224 15951 
12 1 41 224 15951 
12 1 56 224 15951 
12 2 11 224 15951 
12 2 26 224 15951 
12 2 41 224 15951 
12 2 56 224 15951 
12 3 11 224 15951 
12 3 26 224 15951 
12 3 41 224 15951 
12 3 56 224 15951 
12 4 11 224 15951 
12 4 26 224 15951 
12 4 41 224 15951 
12 4 56 224 15951 
12 5 11 224 15951 
12 5 26 224 15951 
12 5 41 224 15951 
12 5 56 224 15951 
12 6 11 224 15951 
12 6 26 224 15951 
12 6 41 224 15951 
12 6 56 224 15951 
12 7 48 224 15951 
12 8 3 224 15951 
12 8 18 224 15951 
12 8 33 224 15951 
12 8 48 224 15951 
12 9 3 224 15951 
12 9 18 223 15951 
12 9 33 224 15951 
12 9 48 224 15951 
12 10 3 224 15951 
12 10 18 224 15951 
12 10 33 224 15951 
12 10 48 224 15951 
12 11 3 224 15951 
12 11 18 224 15951 
12 11 33 224 15951 
12 11 48 224 15951 
12 12 3 224 15951 
12 12 18 224 15951 
12 12 33 224 15951 
12 12 48 224 15951 
12 13 3 224 15951 
12 13 18 224 15951 
12 13 33 224 15951 
12 13 48 224 15951 
12 14 3 224 15951 
12 14 18 224 15951 
12 14 33 224 15951 
12 14 48 224 15951 
12 15 3 224 15951 
12 15 18 224 15951 
12 15 33 224 15951 
12 15 48 224 15951 
12 16 3 224 15951 
12 16 18 224 15951 
12 16 33 224 15951 
12 16 48 224 15951 
12 17 3 224 15951 
12 17 18 224 15951 
12 17 33 224 15951 
12 17 48 224 15951 
12 18 3 224 15951 
12 18 18 224 15951 
12 18 33 224 15951 
12 18 48 224 15951 
12 19 3 224 15951 
12 19 18 224 15951 
12 19 33 224 15951 
12 19 48 224 15951 
12 20 3 224 15951 
12 20 18 224 15951 
12 20 33 224 15951 
12 20 48 224 15951 
12 21 3 224 15951 
12 21 18 224 15951 
12 21 33 224 15951 
12 21 48 224 15951 
12 22 3 224 15951 
12 22 55 224 15951 
12 23 10 224 15951 
12 23 25 224 15951 
12 23 40 224 15951 
12 23 55 224 15951 
12 24 10 224 15951 
12 24 26 224 15951 
12 24 41 224 15951 
12 24 56 224 15951 
12 25 11 224 15951 
12 25 26 224 15951 
12 25 41 224 15951 
12 25 56 224 15951 
12 26 11 224 15951 
12 26 26 224 15951 
12 26 41 224 15951 
12 26 56 224 15951 
12 27 11 224 15951 
12 27 26 224 15951 
12 27 41 224 15951 
12 27 56 224 15951 
12 28 11 224 15951 
