
/> 
read_ramp 06041113
<CR>Time:2021/06/04 16:01Ramp data first polarity: 
714 714 714 714 714 714 715 714 713 714 715 713 714 714 714 714 713 714 714 713 714 714 714 713 714 714 713 714 714 714 715 715 713 714 714 714 714 713 714 715 714 714 714 715 713 714 714 715 713 714 714 714 713 714 714 715 714 714 714 715 714 714 713 714 714 707 709 709 708 707 705 705 703 700 700 698 697 696 694 694 694 690 690 689 687 687 686 684 684 682 681 679 678 678 676 675 674 675 672 671 669 668 667 666 665 664 662 661 660 659 659 657 656 655 654 652 651 651 650 648 648 646 645 644 642 641 639 639 638 637 635 634 633 632 630 630 628 628 627 626 624 623 622 621 620 619 619 616 615 614 614 612 612 610 609 607 606 605 605 603 602 602 600 599 598 596 596 595 595 592 592 591 589 588 587 586 585 584 583 582 580 579 578 577 576 575 574 573 571 570 569 568 567 567 566 565 563 562 561 560 559 558 557 556 554 553 553 552 550 550 548 548 547 545 544 543 542 541 541 540 538 537 536 535 535 533 532 532 530 529 528 527 525 525 524 524 522 520 520 519 517 516 516 515 515 513 513 513 513 512 5[Warning: Maximal number of bytes per line exceeded! Check the EOL (end-of-line) settings or increase the limit in the advanced terminal settings.]
read 0604
<CR>Time:2021/06/04 16:01
Hours Minutes Seconds  Nb_Samples    Aver. Current 
10 47 59 224 12095 
10 48 14 223 12095 
10 48 29 224 12095 
10 48 44 223 12095 
10 48 59 224 12095 
10 49 14 223 12095 
10 49 29 224 12095 
10 49 44 223 12095 
10 49 59 224 12095 
10 50 14 223 12095 
10 50 29 224 12095 
10 50 44 223 12035 
10 50 59 224 12095 
10 51 14 223 12095 
10 51 29 224 12095 
10 51 44 223 12095 
10 51 59 224 12095 
10 52 14 223 12095 
10 52 29 224 12095 
10 52 44 223 12095 
10 52 59 224 12095 
10 53 14 223 12095 
10 53 29 224 12095 
10 53 44 223 12095 
10 53 59 224 12095 
10 54 14 223 12095 
10 54 29 224 12095 
10 54 44 223 12095 
10 54 59 224 12095 
10 55 14 223 12095 
10 55 29 224 12095 
10 55 44 223 12095 
10 55 59 224 12095 
10 56 14 223 12095 
10 56 29 224 12095 
10 56 44 223 12095 
10 56 59 224 12095 
10 57 14 223 12095 
10 57 29 224 12095 
10 57 44 223 12095 
10 57 59 224 12095 
10 58 14 223 12095 
10 58 29 224 12095 
10 58 44 223 12095 
10 59 21 224 12095 
10 59 36 224 12095 
10 59 51 223 12095 
11 0 6 224 12095 
11 0 21 223 12095 
11 0 36 224 12095 
11 0 51 223 12095 
11 1 6 224 12095 
11 1 21 223 12095 
11 1 36 224 12095 
11 1 51 223 12095 
11 2 6 224 12095 
11 2 21 223 12095 
11 2 36 224 12095 
11 2 51 223 12095 
11 3 6 224 12095 
11 3 21 223 12095 
11 3 36 224 12095 
11 3 51 223 12095 
11 4 6 224 12095 
11 4 21 223 12095 
11 4 36 224 12095 
11 4 51 223 12095 
11 5 6 224 12095 
11 5 21 223 12095 
11 5 36 224 12095 
11 5 51 223 12095 
11 6 6 224 12095 
11 6 21 223 12095 
11 6 36 224 12095 
11 6 51 223 12095 
11 7 6 224 12095 
11 7 21 223 12095 
11 7 36 224 12095 
11 7 51 223 12095 
11 8 6 224 12095 
11 8 21 223 12095 
11 8 36 224 12095 
11 8 51 223 12095 
11 9 6 224 12095 
11 9 21 223 12095 
11 9 36 224 12095 
11 9 51 223 12095 
11 10 6 224 12095 
11 10 21 223 12095 
11 10 36 224 12095 
11 10 51 223 12095 
11 11 6 224 12095 
11 11 21 223 12095 
11 11 36 224 12095 
11 11 51 223 12095 
11 12 6 224 12095 
11 12 21 223 12095 
11 12 36 224 12095 
11 12 51 223 12095 
11 13 6 224 12095 
11 13 21 223 12095 
11 13 36 224 12095 
11 13 51 223 12095 
11 14 28 224 12095 
