

/> 
read_ramp 06031249

<CR>Time:2021/06/03 14:35Ramp data first polarity: 
320 320 320 320 320 320 320 320 319 319 319 320 320 321 319 319 319 320 320 321 320 319 319 320 320 320 320 320 320 319 320 320 319 319 320 319 320 320 320 319 320 320 319 320 321 320 319 320 320 320 320 320 320 320 320 320 320 319 319 320 320 320 321 320 320 327 325 324 327 327 326 327 329 332 334 334 335 337 338 339 341 341 342 343 345 346 347 348 348 349 351 352 354 355 355 357 357 360 361 361 362 363 364 366 367 368 369 370 371 372 374 375 375 376 377 378 380 381 382 383 384 385 386 388 388 389 390 392 392 394 394 395 397 398 399 401 402 402 403 404 405 407 408 408 411 410 412 413 415 415 417 417 418 419 421 421 423 423 425 425 427 427 428 429 431 431 433 434 434 436 437 438 439 441 439 442 443 445 445 446 447 448 449 450 452 452 453 454 456 456 457 459 459 460 461 462 463 465 465 466 467 468 469 471 472 472 473 474 475 478 478 478 479 480 481 484 484 483 485 486 487 488 489 489 491 492 492 494 495 495 497 497 498 499 501 501 501 503 505 505 506 507 508 508 509 510 511 511 511 511 5[Warning: Maximal number of bytes per line exceeded! Check the EOL (end-of-line) settings or increase the limit in the advanced terminal settings.]
read 0603
<CR>Time:2021/06/03 14:35
Hours Minutes Seconds  Nb_Samples    Aver. Current 
10 46 2 224 12998 
10 46 17 223 12998 
10 46 32 224 12998 
10 46 47 223 12998 
10 47 2 224 12998 
10 47 17 223 12998 
10 47 32 224 12998 
10 48 2 225 12998 
10 48 17 224 12998 
10 48 32 223 12998 
10 48 47 224 12998 
12 7 3 127 12878 
12 7 41 224 12095 
12 7 56 223 12035 
12 8 11 224 11975 
12 8 26 223 12035 
12 8 41 224 11975 
12 8 56 223 11975 
12 9 11 224 11975 
12 9 26 224 11975 
12 9 41 223 11975 
12 9 56 224 11975 
12 10 11 223 11975 
12 10 26 224 11975 
12 10 41 223 11975 
12 10 56 224 11975 
12 11 11 223 11975 
12 11 26 224 11975 
12 11 41 223 11975 
12 11 56 224 11975 
12 12 11 223 11975 
12 12 26 224 11975 
12 12 41 223 11915 
12 12 56 224 11915 
12 13 11 223 11915 
12 13 26 224 11975 
12 13 41 223 11915 
12 13 56 224 11915 
12 14 11 223 11915 
12 14 26 224 11915 
12 14 41 223 11915 
12 14 56 224 11915 
12 15 11 223 11855 
12 15 26 224 11855 
12 15 41 223 11855 
12 15 56 224 11855 
12 16 11 223 11855 
12 16 26 224 11855 
12 16 41 223 11855 
12 16 56 224 11855 
12 17 11 223 11855 
12 17 26 224 11855 
12 17 41 223 11855 
12 17 56 224 11855 
12 18 11 223 11855 
12 20 43 224 11373 
12 20 58 219 11313 
12 21 13 224 11313 
12 21 28 223 11313 
12 21 43 224 11614 
12 21 58 223 11554 
12 22 13 224 11614 
12 22 28 223 11614 
12 22 43 224 11554 
12 22 58 223 11554 
12 23 13 224 11554 
12 23 28 223 11554 
12 23 43 223 11554 
12 23 58 224 11554 
12 24 13 223 11554 
12 24 28 224 11554 
12 24 43 223 11554 
12 24 58 224 11554 
12 25 13 223 11554 
12 25 28 224 11554 
12 25 43 223 11554 
12 25 58 223 11554 
12 26 13 224 11554 
12 26 28 223 11554 
12 26 43 224 11554 
12 26 58 223 11554 
12 27 28 225 11554 
12 27 43 223 11554 
12 27 58 224 11554 
12 28 13 223 11554 
12 28 28 224 11554 
12 28 43 223 11554 
12 28 58 224 11554 
12 29 13 223 11554 
12 29 28 224 11554 
12 29 43 223 11554 
12 29 58 224 11554 
12 30 13 223 11554 
12 30 28 224 11554 
12 30 43 223 11554 
12 30 58 224 11554 
12 31 13 223 11554 
12 31 28 224 11554 
12 31 43 223 11554 
12 31 58 224 11554 
12 32 13 223 11554 
12 32 28 224 11554 
12 32 43 223 11554 
12 32 58 224 11554 
12 33 13 223 11554 
12 33 28 224 11554 
12 33 43 223 11554 
12 33 58 224 11554 
12 34 13 223 11554 
12 34 28 224 11554 
12 34 43 223 11554 
12 35 20 224 11554 
12 35 35 223 11554 
12 35 50 224 11554 
12 36 5 223 11554 
12 36 20 224 11554 
12 36 35 223 11554 
12 36 50 224 11554 
12 37 5 223 11554 
12 37 20 224 11554 
12 37 35 223 11554 
12 37 50 224 11554 
12 38 5 223 11554 
12 38 20 224 11554 
12 38 35 223 11554 
12 38 50 224 11554 
12 39 5 223 11554 
12 39 20 224 11554 
12 39 35 223 11554 
12 39 50 224 11554 
