200n,11/24/2021,9:49:55 AM,0,="",1350E,XR1,1980.0,0,16,1,1,-6.12527 ,-2.97397 ,-4.58509 ,-3.9295 ,-5.82129 ,-5.22852 ,-4.63271 ,-6.71804 ,-2.6862 ,-3.4259 ,-7.00074 ,-2.04581 ,-4.15647 ,-4.58407 ,-4.40878 ,-2.46328 ,-1.77121 ,-2.91419 ,-3.32558 ,-2.34979 ,-0.7174 ,-4.2659 ,-3.23743 ,1.50641 ,3.1513 ,0.76401 ,-4.81163 ,-1.75297 ,-2.27988 ,-2.06456 ,-0.97178 ,-1.64477 ,-0.08846 ,-0.11601 ,0.10148 ,-0.35115 ,-0.5521 ,-0.63936 ,-1.85924 ,-1.15003 ,-1.02123 ,0.32528 ,0.64421 ,1.44697 ,1.7651 ,1.96876 ,-0.52557 ,0.37031 ,0.10778 ,0.63788 ,1.01948 ,1.27544 ,1.85891 ,2.99981 ,2.083 ,0.90577 ,1.10042 ,-5.45144 ,2.63959 ,5.29945 ,2.59653 ,-0.20671 ,-0.69048 ,2.28888 ,2.10002 ,1.2913 ,0.06659 ,3.93695 ,2.60769 ,3.83412 ,5.59891 ,6.93025 ,6.22841 ,5.28773 ,4.65494 ,5.81003 ,6.81779 ,6.20919 ,4.5446 ,5.89713 ,5.4077 ,5.79387 ,5.00915 ,6.89566 ,6.23736 ,5.79826 ,6.26802 ,6.31475 ,4.74828 ,4.71349 ,5.06407 ,4.14165 
200n,11/24/2021,9:49:55 AM,0,="",1350E,YR1,1980.0,0,16,1,1,-775.1077 ,-774.5757 ,-779.3178 ,-777.6986 ,-787.0421 ,-789.8813 ,-1210.85 ,-1466.785 ,-1519.457 ,-1573.882 ,-1604.048 ,-1624.579 ,-1631.855 ,-1633.397 ,-1632.041 ,-1624.762 ,-1631.52 ,-1622.786 ,-1606.997 ,-1595.84 ,-1469.601 ,-1346.972 ,-1325.815 ,-1243.844 ,-1162.705 ,-1077.203 ,-1015.89 ,-947.6668 ,-890.4036 ,-844.212 ,-807.4477 ,-776.8708 ,-743.9627 ,-705.313 ,-666.8382 ,-626.7683 ,-587.6482 ,-552.0627 ,-515.162 ,-476.9707 ,-444.6955 ,-364.7807 ,-287.2129 ,-239.378 ,-204.8048 ,-177.7795 ,-157.386 ,-140.3489 ,-130.7021 ,-121.5266 ,-106.3825 ,-87.80991 ,-70.66126 ,-59.67524 ,-48.53539 ,-44.93872 ,-39.16525 ,-117.6822 ,-180.2066 ,-363.1558 ,-603.9319 ,-821.682 ,-973.567 ,-1052.719 ,-1052.083 ,-964.6377 ,-817.4984 ,-654.4848 ,-467.4488 ,-294.2514 ,-148.3476 ,-24.60882 ,64.13315 ,133.9797 ,185.4335 ,233.9053 ,280.5349 ,368.8022 ,461.0579 ,514.0843 ,553.8513 ,585.2525 ,612.4107 ,633.5968 ,649.2675 ,665.6854 ,685.6686 ,714.3416 ,737.3337 ,755.1636 ,770.964 ,783.0417 
200n,11/24/2021,9:49:55 AM,0,="",1350E,ZR1,1980.0,0,16,1,1,28031.36 ,28029.47 ,28020.89 ,28030.91 ,28039.17 ,28012.78 ,27378.93 ,25942.5 ,24403.47 ,22737.16 ,21008.8 ,19268.6 ,17480.21 ,15710.12 ,13933.05 ,12168.25 ,10427.09 ,8707.394 ,7001.384 ,5320.877 ,4192.792 ,3885.894 ,3748.053 ,3536.63 ,3313.427 ,3067.935 ,2811.721 ,2564.818 ,2333.122 ,2139.899 ,1969.575 ,1828.854 ,1704.002 ,1604.786 ,1509.113 ,1418.799 ,1334.695 ,1247.025 ,1160.785 ,1073.782 ,981.2 ,780.5185 ,586.5854 ,482.1389 ,409.7816 ,353.8958 ,311.9864 ,278.3105 ,250.7751 ,229.883 ,199.4823 ,164.9215 ,133.6375 ,109.8916 ,91.06019 ,75.90457 ,88.364 ,82.27824 ,-17.12441 ,-243.3558 ,-783.1683 ,-1593.669 ,-2818.562 ,-4540.418 ,-6773.56 ,-9559.016 ,-12730.42 ,-16072.83 ,-19291.26 ,-22035.76 ,-24099.33 ,-25425.28 ,-26147 ,-26503.6 ,-26698.33 ,-26830.21 ,-26945.89 ,-27177.82 ,-27388.86 ,-27513.14 ,-27596.65 ,-27658.37 ,-27709.26 ,-27747.69 ,-27780.93 ,-27811.82 ,-27848.44 ,-27896.82 ,-27943.03 ,-27979.73 ,-28009.17 ,-28028.71 
200n,11/24/2021,9:51:01 AM,0,="",1350E,XR2,1980.0,0,16,1,2,-6.77681 ,-5.0745 ,-4.66818 ,-6.3867 ,-6.46573 ,-5.44435 ,-5.67132 ,-3.45123 ,-6.95616 ,-3.39246 ,-5.25993 ,-2.36803 ,-6.78492 ,-3.99637 ,-3.84843 ,-1.45203 ,-0.37998 ,-1.9303 ,1.48445 ,-4.43918 ,-3.64983 ,-5.01573 ,2.31534 ,-0.32425 ,-1.06394 ,-2.54738 ,-0.06369 ,-0.86804 ,3.46795 ,-2.72382 ,0.58095 ,1.82933 ,-0.72847 ,0.20224 ,-1.55905 ,-1.05288 ,-0.56867 ,-0.86288 ,-0.74548 ,-1.34669 ,-1.55439 ,-1.00837 ,-1.28962 ,-1.58726 ,-1.44995 ,-1.15833 ,-1.67752 ,-1.2139 ,-1.0123 ,-1.61657 ,-0.50717 ,-1.06051 ,-2.1004 ,-1.62885 ,-1.25846 ,-1.61628 ,1.71649 ,-5.93781 ,0.70423 ,0.98288 ,-4.67628 ,-4.94277 ,0.88734 ,-3.10401 ,-1.92354 ,0.92145 ,1.50303 ,0.67455 ,1.53772 ,1.67212 ,0.92723 ,2.63639 ,3.06195 ,2.03219 ,1.52935 ,2.54352 ,2.80547 ,2.71095 ,3.6292 ,3.32114 ,3.78517 ,2.85787 ,2.44338 ,2.51717 ,3.41147 ,3.96696 ,5.21333 ,5.0196 ,3.84678 ,5.46153 ,5.76455 ,5.33621 
200n,11/24/2021,9:51:01 AM,0,="",1350E,YR2,1980.0,0,16,1,2,-778.7149 ,-766.661 ,-765.4633 ,-780.4071 ,-773.377 ,-791.6423 ,-1204.435 ,-1449.514 ,-1523.818 ,-1579.021 ,-1612.254 ,-1620.102 ,-1633.814 ,-1631.895 ,-1637.519 ,-1634.708 ,-1622.932 ,-1614.982 ,-1612.379 ,-1589.587 ,-1480.51 ,-1349.728 ,-1293.258 ,-1239.889 ,-1162.294 ,-1069.83 ,-1015.248 ,-943.241 ,-892.99 ,-845.0423 ,-808.5063 ,-770.8913 ,-739.7856 ,-706.2523 ,-673.2251 ,-637.1101 ,-594.6399 ,-554.7248 ,-523.9886 ,-483.6879 ,-448.6133 ,-373.4219 ,-296.1213 ,-250.1531 ,-217.6274 ,-185.8955 ,-164.497 ,-146.375 ,-130.8926 ,-119.8738 ,-105.7175 ,-87.46043 ,-73.29661 ,-54.83571 ,-43.50912 ,-41.1798 ,-35.96735 ,-116.7297 ,-188.5155 ,-370.5155 ,-609.049 ,-808.4222 ,-974.7858 ,-1052.335 ,-1046.752 ,-961.556 ,-826.9509 ,-651.8209 ,-466.3473 ,-293.5982 ,-145.8325 ,-23.05699 ,66.35285 ,131.769 ,189.6524 ,242.4304 ,285.3113 ,375.4055 ,463.5092 ,517.7025 ,555.4961 ,585.6163 ,611.4223 ,632.5287 ,650.24 ,666.2881 ,686.0506 ,711.5644 ,734.6088 ,753.2786 ,772.9184 ,779.1608 
200n,11/24/2021,9:51:01 AM,0,="",1350E,ZR2,1980.0,0,16,1,2,28026.31 ,28029.37 ,28026.4 ,28048.96 ,28039.27 ,28024.77 ,27370.77 ,25938 ,24396.21 ,22746.44 ,21016.39 ,19246 ,17470.33 ,15711.17 ,13938.5 ,12180.84 ,10431.66 ,8696.118 ,6989.448 ,5311.592 ,4198.071 ,3856.104 ,3751.903 ,3535.776 ,3328.966 ,3084.591 ,2817.614 ,2559.277 ,2328.094 ,2123.046 ,1952.938 ,1811.677 ,1700.239 ,1593.303 ,1503.953 ,1414.787 ,1326.938 ,1238.582 ,1150.386 ,1059.237 ,971.8943 ,772.2387 ,585.1979 ,476.8624 ,407.3956 ,352.601 ,313.0387 ,278.2723 ,252.1311 ,229.6395 ,202.6277 ,168.2866 ,136.42 ,111.469 ,89.49532 ,79.5262 ,82.3816 ,75.02317 ,-8.40515 ,-250.8237 ,-773.7397 ,-1593.454 ,-2808.656 ,-4534.553 ,-6769.468 ,-9547.267 ,-12732.79 ,-16079.45 ,-19293.32 ,-22040.4 ,-24098.43 ,-25417.1 ,-26140.86 ,-26500.53 ,-26699.68 ,-26831.2 ,-26944.13 ,-27177.35 ,-27390.5 ,-27512.36 ,-27594.19 ,-27656.35 ,-27707.45 ,-27749.98 ,-27786.19 ,-27814.97 ,-27851.24 ,-27900.27 ,-27948.84 ,-27982.77 ,-28017.83 ,-28032.01 
200n,11/24/2021,9:51:47 AM,0,="",1350E,XR3,1980.0,0,16,1,3,30963.88 ,6484.709 ,6476.514 ,6390.661 ,6379.089 ,6403.439 ,6249.577 ,6107.084 ,6222.119 ,6265.099 ,6204.361 ,6202.546 ,6303.289 ,6258.373 ,6202.629 ,6269.536 ,6343.485 ,6342.691 ,6337.479 ,6344.938 ,6398.378 ,6410.215 ,6429.649 ,6480.8 ,6563.795 ,6704.155 ,6695.839 ,6815.768 ,6859.255 ,6825.255 ,6875.24 ,7044.41 ,7145.763 ,7204.536 ,7172.99 ,7133.028 ,7145.673 ,6912.44 ,6751.725 ,6927.433 ,7049.729 ,7238.492 ,8293.852 ,9135.557 ,9767.105 ,10762.67 ,12436.37 ,14255.16 ,16055.56 ,18598 ,21981.47 ,24940.88 ,29763.33 ,31749.95 ,34830.39 ,36489.52 ,36203.45 ,36162.3 ,36092.48 ,36048.52 ,35908.02 ,35745.17 ,35617.06 ,35562.86 ,35460.2 ,35582.69 ,35703.71 ,35935.65 ,36204.16 ,36556.33 ,36634.71 ,36641.58 ,36760.67 ,36980.83 ,36984.21 ,37387.42 ,38104.78 ,38058.2 ,37070.78 ,35893.84 ,35613.08 ,35520.69 ,34916.92 ,35127.81 ,34332.5 ,33758.97 ,30868.06 ,26897.49 ,18744.35 ,7099.249 ,-2536.73 ,-6351.494 
200n,11/24/2021,9:51:47 AM,0,="",1350E,YR3,1980.0,0,16,1,3,-789.1091 ,-758.5345 ,-758.1525 ,-790.9513 ,-774.9476 ,-783.9931 ,-1197.153 ,-1466.923 ,-1529.043 ,-1565.402 ,-1594.461 ,-1619.014 ,-1610.824 ,-1625.067 ,-1617.567 ,-1614.573 ,-1628.799 ,-1618.243 ,-1595.986 ,-1601.313 ,-1457.085 ,-1336.12 ,-1319.897 ,-1240.469 ,-1184.536 ,-1077.211 ,-1007.803 ,-939.7925 ,-883.0396 ,-856.7336 ,-806.3523 ,-768.1938 ,-735.5898 ,-696.9559 ,-662.9645 ,-633.9252 ,-595.5842 ,-555.9381 ,-510.1206 ,-479.0181 ,-437.9522 ,-364.4792 ,-291.8961 ,-243.9479 ,-212.3598 ,-191.721 ,-173.457 ,-159.3772 ,-150.4556 ,-143.9585 ,-130.4243 ,-114.6047 ,-99.21898 ,-88.40198 ,-79.00471 ,-75.80337 ,-70.41072 ,-67.00813 ,-256.4963 ,-373.2818 ,-670.1978 ,-857.7385 ,-1030.15 ,-1087.683 ,-1085.533 ,-986.4308 ,-847.5021 ,-675.1386 ,-507.3693 ,-327.5931 ,-181.2198 ,-62.00498 ,30.77407 ,102.7387 ,156.0633 ,204.4612 ,248.8023 ,340.2312 ,429.2682 ,482.5849 ,520.5802 ,550.1801 ,574.8361 ,596.3207 ,613.8697 ,631.6445 ,655.3594 ,681.4114 ,710.8747 ,738.2619 ,764.2592 ,779.9041 
200n,11/24/2021,9:51:47 AM,0,="",1350E,ZR3,1980.0,0,16,1,3,28071.13 ,28034.12 ,28032.48 ,28034.02 ,28035.76 ,28030.7 ,27379.42 ,25930.72 ,24394.58 ,22740.89 ,21011.69 ,19247.06 ,17472.55 ,15687.25 ,13933.09 ,12169.79 ,10434.32 ,8696.658 ,6992.128 ,5307.018 ,4189.531 ,3859.255 ,3748.326 ,3527.514 ,3314.073 ,3066.54 ,2821.982 ,2562.897 ,2327.757 ,2125.138 ,1962.318 ,1813.31 ,1700.719 ,1601.457 ,1507.804 ,1415.482 ,1324.557 ,1239.079 ,1152.24 ,1061.509 ,972.7422 ,773.4849 ,591.2243 ,490.6351 ,424.0268 ,376.4903 ,339.5719 ,310.9362 ,290.7083 ,273.9468 ,252.4815 ,219.2946 ,189.193 ,169.2456 ,151.211 ,140.1891 ,138.6064 ,117.4593 ,44.01177 ,-194.5597 ,-710.7974 ,-1519.247 ,-2763.513 ,-4472.378 ,-6710.563 ,-9494.46 ,-12669.84 ,-16011.5 ,-19218.46 ,-21980.31 ,-24037.14 ,-25362.72 ,-26087.38 ,-26446.36 ,-26637.46 ,-26775.29 ,-26889.13 ,-27119.85 ,-27327.15 ,-27453.31 ,-27538.24 ,-27600.62 ,-27653.75 ,-27694.74 ,-27728.13 ,-27758.6 ,-27800.46 ,-27855.28 ,-27910.19 ,-27958.93 ,-28005.15 ,-28032.31 
200n,11/24/2021,9:58:49 AM,0,="",1350E,XR4,1980.0,0,8,1,4,378.8021 ,354.5442 ,358.2934 ,387.1556 ,357.7888 ,346.9791 ,70.11079 ,-199.5187 ,-222.364 ,-295.2978 ,-242.4695 ,-289.1351 ,-244.8933 ,-286.6525 ,-248.0324 ,-180.4569 ,-244.4008 ,-178.3209 ,-203.7886 ,-178.6228 ,-109.884 ,-157.2406 ,42.0916 ,43.30754 ,166.6489 ,237.0789 ,255.1639 ,347.1606 ,422.3329 ,459.9792 ,435.3567 ,443.9153 ,431.0746 ,422.1808 ,408.7137 ,403.011 ,364.0588 ,355.0981 ,321.4433 ,303.6126 ,274.1233 ,210.2489 ,148.7028 ,112.3932 ,84.94202 ,75.4917 ,62.4988 ,52.35517 ,48.71709 ,42.70635 ,35.09474 ,29.12213 ,23.65792 ,16.72696 ,14.69895 ,15.60474 ,46.31495 ,106.0295 ,-21.60311 ,-189.3413 ,-381.3728 ,-600.8055 ,-710.847 ,-810.184 ,-771.0934 ,-711.1495 ,-551.6985 ,-383.5883 ,-225.9135 ,-84.04921 ,2.29375 ,55.2626 ,63.26843 ,43.08647 ,17.16464 ,-6.30665 ,-54.33446 ,-119.2766 ,-187.6382 ,-221.4207 ,-251.2481 ,-266.9939 ,-279.3228 ,-289.2029 ,-295.8244 ,-302.7548 ,-309.1439 ,-322.8405 ,-330.2398 ,-337.107 ,-341.7638 ,-344.4782 
