0n,11/7/2021,10:02:14 AM,0,="",600E,XR1,1980.0,0,16,1,1,14532.22 ,27664.52 ,27983.08 ,27815.14 ,27969.98 ,28203.91 ,27972.67 ,27893.57 ,27924.9 ,27863.07 ,27801.94 ,27987.37 ,27772.63 ,27760.94 ,27611.47 ,27423.09 ,27109.02 ,26398.55 ,26335.46 ,26355.59 ,26631.01 ,26645.29 ,26600.71 ,26724.9 ,26857.86 ,26505.02 ,26360.25 ,26085.37 ,25830.2 ,25789.71 ,25634.46 ,25474.96 ,25274.82 ,25106.83 ,25954.84 ,25778.39 ,25803.65 ,25921.21 ,25171.72 ,24986.52 ,26704.3 ,27839.18 ,29722.44 ,28665.23 ,32460.97 ,31677.46 ,29097.13 ,26687.54 ,20817.44 ,15273.96 ,11851.59 ,4183.665 ,3202.64 ,3075.518 ,2932.713 ,3046.914 ,2929.798 ,2981.961 ,3027.582 ,2961.862 ,2739.054 ,3111.027 ,3202.618 ,3220.302 ,3288.757 ,3075.067 ,3105.55 ,3198.557 ,3616.129 ,2258.468 ,1250.164 ,1234.001 ,1854.882 ,1815.809 ,437.9677 ,-1905.71 ,1562.457 ,3867.986 ,1964.106 ,2185.147 ,3790.757 ,1310.696 ,1338.978 ,4059.401 ,4591.51 ,4217.195 
0n,11/7/2021,10:02:14 AM,0,="",600E,YR1,1980.0,0,16,1,1,5.45043 ,-19.63633 ,-10.93024 ,-24.67131 ,-20.54423 ,-12.06511 ,-4.78166 ,-5.34403 ,8.54397 ,20.04874 ,9.82273 ,-0.94438 ,10.28478 ,11.81787 ,32.32157 ,18.84091 ,39.53003 ,24.00255 ,7.9127 ,14.43922 ,18.83685 ,4.73201 ,21.47138 ,12.63559 ,19.81973 ,-9.35864 ,20.91697 ,20.42095 ,11.51254 ,15.65199 ,18.38619 ,-4.49281 ,-2.87004 ,1.37785 ,-6.71804 ,-12.08178 ,-12.66634 ,-12.05193 ,-19.56527 ,-18.19958 ,-19.31519 ,-18.3714 ,-19.21316 ,-19.43488 ,-20.46521 ,-20.31749 ,-18.67549 ,-16.64699 ,-17.22055 ,-11.27275 ,-13.76035 ,-7.8738 ,-6.78143 ,-20.46418 ,-35.25197 ,-4.29124 ,33.5598 ,27.30027 ,-8.35955 ,-0.0854 ,10.57413 ,27.36106 ,15.44554 ,22.35631 ,26.15164 ,14.1818 ,11.38243 ,8.30577 ,1.79467 ,-1.51587 ,-7.25832 ,-4.90217 ,-10.69339 ,-7.74669 ,-10.02751 ,-9.50839 ,-9.31616 ,-9.5206 ,-7.1002 ,-2.5714 ,-0.95359 ,0.09656 ,0.38567 ,0.95099 ,1.55246 ,4.84461 
0n,11/7/2021,10:02:14 AM,0,="",600E,ZR1,1980.0,0,16,1,1,-1791.783 ,-1773.234 ,-1768.812 ,-1756.153 ,-1768.66 ,-1769.609 ,-1757.28 ,-1706.504 ,-1635.936 ,-1557.117 ,-1452.329 ,-1356.951 ,-1254.362 ,-1138.052 ,-1039.213 ,-913.7992 ,-807.0513 ,-682.1039 ,-593.3953 ,-478.7935 ,-390.2177 ,-389.7476 ,-367.4098 ,-322.9725 ,-296.5817 ,-280.9457 ,-235.9695 ,-195.9456 ,-149.9838 ,-115.2351 ,-86.44089 ,-52.173 ,-25.20298 ,-6.1109 ,7.48486 ,17.71852 ,27.17385 ,36.48738 ,36.67116 ,41.52045 ,43.86775 ,50.32374 ,56.43913 ,56.5594 ,64.73998 ,64.61884 ,60.80647 ,55.10845 ,49.23994 ,42.83972 ,39.25384 ,28.48444 ,27.66662 ,19.90485 ,36.21459 ,-1.22607 ,40.33863 ,30.71755 ,58.27164 ,120.531 ,183.4823 ,298.7475 ,470.6965 ,687.8706 ,925.8264 ,1182.89 ,1407.314 ,1591.008 ,1712.316 ,1780.52 ,1815.239 ,1827.565 ,1831.992 ,1837.229 ,1837.07 ,1832.131 ,1830.994 ,1832.693 ,1827.032 ,1822.793 ,1819.501 ,1811.696 ,1813.128 ,1817.93 ,1815.458 ,1818.841 
0n,11/7/2021,10:03:33 AM,0,="",600E,XR2,1980.0,0,16,1,2,-0.80353 ,-2.07216 ,-1.75905 ,0.39822 ,2.54637 ,1.14805 ,2.06912 ,0.89473 ,1.02949 ,0.27156 ,2.8919 ,2.9527 ,2.10154 ,-1.15007 ,0.53602 ,0.79846 ,2.93344 ,0.82582 ,0.6333 ,1.55842 ,0.84102 ,0.85115 ,4.24057 ,1.79013 ,0.06333 ,1.51789 ,1.17251 ,2.2765 ,0.13848 ,-0.544 ,0.65091 ,0.73861 ,-0.47432 ,0.2711 ,-0.02151 ,-0.3027 ,0.57078 ,1.52224 ,-0.52236 ,-1.12512 ,-0.67706 ,-0.32455 ,0.14708 ,-0.01031 ,0.51516 ,-1.16117 ,-0.19925 ,-0.03173 ,-0.3825 ,-0.31034 ,-0.70106 ,-0.20003 ,1.49604 ,-1.11055 ,2.18868 ,4.57495 ,5.57979 ,6.143 ,3.44515 ,-3.00799 ,-0.63499 ,2.18868 ,-1.1735 ,0.36189 ,2.42427 ,0.95905 ,1.7598 ,0.92021 ,0.92476 ,1.12025 ,0.64221 ,1.58151 ,2.12436 ,1.21075 ,-0.25227 ,-0.44564 ,0.21002 ,0.16664 ,-0.8048 ,-0.03037 ,0.10156 ,-0.93832 ,-0.00544 ,-0.22384 ,-0.18995 ,-0.74804 
0n,11/7/2021,10:03:33 AM,0,="",600E,YR2,1980.0,0,16,1,2,-14.11193 ,-9.46909 ,-13.57895 ,-14.04506 ,3.90011 ,-0.37289 ,3.51608 ,15.22958 ,28.68187 ,22.11785 ,27.91989 ,35.19725 ,30.08729 ,35.67755 ,19.44583 ,50.55856 ,28.79435 ,42.17469 ,39.72762 ,45.89444 ,6.02901 ,59.00323 ,33.28621 ,78.13393 ,47.21373 ,50.10867 ,29.29679 ,25.46708 ,34.62289 ,19.34793 ,9.37524 ,11.88287 ,12.56247 ,6.95399 ,2.44309 ,-3.84172 ,-3.46039 ,-2.72049 ,-7.6509 ,-7.81778 ,-9.97229 ,-9.54965 ,-7.00727 ,-5.43311 ,-7.6746 ,-4.8236 ,-6.11525 ,-4.39498 ,-4.01585 ,-2.699 ,-4.40686 ,-4.79433 ,-3.10676 ,-5.08666 ,17.15481 ,-2.12282 ,-14.57771 ,12.90157 ,30.12883 ,6.78173 ,34.41095 ,46.88779 ,26.83732 ,35.55209 ,19.58017 ,35.48667 ,24.73827 ,15.89523 ,9.15946 ,3.43889 ,-1.90967 ,-4.39563 ,-4.96297 ,-5.90445 ,-5.58129 ,-3.5264 ,-2.17262 ,-3.91205 ,-1.61087 ,-1.27127 ,0.34128 ,2.42626 ,2.89095 ,1.02476 ,1.1867 ,5.8158 
0n,11/7/2021,10:03:33 AM,0,="",600E,ZR2,1980.0,0,16,1,2,-1815.092 ,-1820.046 ,-1814.24 ,-1804.141 ,-1820.728 ,-1817.135 ,-1797.02 ,-1749.175 ,-1686.619 ,-1597.879 ,-1485.637 ,-1396.298 ,-1286.666 ,-1188.344 ,-1075.366 ,-953.692 ,-842.3792 ,-733.2248 ,-629.0952 ,-517.7612 ,-440.5108 ,-394.6822 ,-366.6296 ,-363.4766 ,-326.329 ,-296.3537 ,-269.8275 ,-231.04 ,-195.2943 ,-145.0198 ,-114.7128 ,-90.86035 ,-68.77562 ,-43.67459 ,-27.03599 ,-18.47825 ,-8.88302 ,-3.51773 ,3.29126 ,2.85223 ,3.80486 ,5.46095 ,4.83255 ,4.68162 ,5.0873 ,2.09271 ,4.2172 ,3.72223 ,3.14616 ,3.69867 ,4.19805 ,2.09403 ,1.60573 ,-4.79078 ,-10.33544 ,1.40846 ,14.94249 ,-2.99931 ,44.65115 ,87.75429 ,154.8481 ,277.331 ,457.073 ,659.7285 ,909.6714 ,1154.124 ,1380.544 ,1563.928 ,1691.12 ,1759.359 ,1791.239 ,1804.807 ,1813.289 ,1815.242 ,1816.346 ,1815.232 ,1814.577 ,1813.355 ,1813.568 ,1812.536 ,1811.835 ,1811.71 ,1811.878 ,1811.151 ,1810.09 ,1811.832 
0n,11/7/2021,10:04:01 AM,0,="",600E,XR3,1980.0,0,16,1,3,-24.77771 ,-41.06819 ,-40.91417 ,-43.53249 ,-41.01753 ,-43.41191 ,-44.39175 ,-42.7016 ,-45.06456 ,-44.17389 ,-42.46652 ,-44.82138 ,-44.1972 ,-43.93172 ,-46.27746 ,-45.54992 ,-44.10296 ,-43.343 ,-43.36023 ,-43.45142 ,-40.0002 ,-45.10104 ,-44.6552 ,-46.12445 ,-39.59387 ,-39.76512 ,-48.19878 ,-46.2528 ,-45.26823 ,-45.65455 ,-45.11069 ,-41.99172 ,-42.6092 ,-45.62671 ,-44.76744 ,-43.95534 ,-44.49325 ,-43.33337 ,-42.90627 ,-43.20659 ,-43.39125 ,-43.44768 ,-43.95623 ,-44.2464 ,-43.18022 ,-42.38617 ,-42.04891 ,-43.66247 ,-43.85432 ,-44.25072 ,-46.16187 ,-45.42737 ,-45.38466 ,-42.6104 ,-50.64368 ,-48.70325 ,-45.46582 ,-53.2554 ,-44.92676 ,-45.38621 ,-46.505 ,-45.77909 ,-44.82809 ,-46.74352 ,-44.37546 ,-44.82088 ,-47.23761 ,-45.08109 ,-45.40072 ,-44.54841 ,-45.01971 ,-43.39219 ,-45.03627 ,-45.0498 ,-45.15468 ,-45.54357 ,-43.90043 ,-44.65196 ,-46.06042 ,-45.61383 ,-40.06201 ,167.6705 ,297.1771 ,59.71001 ,44.05886 ,42.75788 
0n,11/7/2021,10:04:01 AM,0,="",600E,YR3,1980.0,0,16,1,3,2.01035 ,1.08421 ,-29.48641 ,-18.58049 ,1.87153 ,-0.24724 ,-10.07908 ,4.18282 ,5.8527 ,7.14159 ,22.63057 ,13.7127 ,29.82485 ,18.56327 ,34.87706 ,19.87749 ,23.84144 ,17.49325 ,45.14461 ,22.71467 ,17.50135 ,18.82672 ,18.13769 ,7.49489 ,11.35886 ,11.39128 ,18.44602 ,11.66959 ,11.67804 ,1.90496 ,9.3434 ,-2.29254 ,-8.88372 ,-0.90988 ,-5.08479 ,-6.51434 ,-10.25614 ,-10.05338 ,-14.2155 ,-11.63721 ,-15.27879 ,-15.19202 ,-13.7695 ,-12.08641 ,-10.10819 ,-10.70108 ,-10.59176 ,-10.43047 ,-8.26006 ,-8.56732 ,-8.85543 ,-5.22584 ,-7.06814 ,17.56418 ,-70.10876 ,-15.81728 ,34.26909 ,12.04789 ,-8.44061 ,46.97561 ,11.88689 ,41.99956 ,22.57902 ,30.24107 ,24.99252 ,22.14562 ,11.85288 ,5.74607 ,8.87097 ,0.95997 ,0.21027 ,-5.19992 ,-6.78435 ,-5.93953 ,-9.78302 ,-3.65593 ,-3.01822 ,-3.26381 ,-1.58699 ,0.31608 ,1.92412 ,3.46034 ,5.50917 ,6.47874 ,9.35759 ,9.29379 
0n,11/7/2021,10:04:01 AM,0,="",600E,ZR3,1980.0,0,16,1,3,-10897.22 ,-32925.58 ,-32957.39 ,-32939.51 ,-32924.27 ,-32919.24 ,-32903.52 ,-32946.89 ,-32901.19 ,-32905.82 ,-32906.77 ,-32924.73 ,-32866.01 ,-32859.08 ,-32806.23 ,-32791.8 ,-32787.99 ,-32780.54 ,-32752.81 ,-32755.93 ,-32719.14 ,-32805.55 ,-32773.12 ,-32756.4 ,-32670.72 ,-32679.54 ,-32687.26 ,-32743.82 ,-32676.62 ,-32379.98 ,-32330.82 ,-32323.72 ,-32299.51 ,-32292.46 ,-32303.44 ,-31973.94 ,-31948.85 ,-32186 ,-31923.72 ,-31953.64 ,-32133.59 ,-30535.95 ,-28161.13 ,-25641.26 ,-21879.92 ,-20134.96 ,-19601.38 ,-17865.14 ,-15397.65 ,-13380.02 ,-9540.339 ,-4565.66 ,-1351.398 ,-1268.001 ,-1250.396 ,-1237.877 ,-1318.978 ,-1343.509 ,-1200.286 ,-1287.22 ,-1308.356 ,-1273.079 ,-1265.676 ,-1245.013 ,-1196.402 ,-971.1952 ,-752.874 ,-726.7439 ,-715.4595 ,-690.0241 ,-4.43386 ,28.2307 ,45.14807 ,735.0625 ,3031.516 ,6764.713 ,9605.893 ,12884.77 ,15799.61 ,20240.57 ,26266.47 ,30634.29 ,34633.06 ,36706.22 ,32115.54 ,30400.31 
0n,11/7/2021,10:04:35 AM,0,="",600E,XR4,1980.0,0,16,1,4,539.2001 ,174.3083 ,128.3318 ,168.944 ,120.3887 ,185.9316 ,181.8582 ,176.8769 ,217.9755 ,250.4886 ,301.0239 ,316.1754 ,304.0708 ,309.2395 ,363.1642 ,388.5975 ,389.9948 ,424.2082 ,395.2081 ,418.5399 ,423.2689 ,491.5821 ,486.764 ,457.0158 ,489.32 ,437.7588 ,400.028 ,373.7558 ,395.0816 ,357.9325 ,303.4399 ,292.9588 ,259.8195 ,240.0774 ,243.0641 ,258.9591 ,240.1233 ,217.2486 ,217.0431 ,210.9208 ,27.44518 ,-106.7572 ,-151.2853 ,64.42019 ,182.1412 ,186.2049 ,180.5277 ,320.8471 ,360.6551 ,182.9196 ,-85.13793 ,149.4159 ,-178.9902 ,-167.3552 ,-186.1697 ,-194.8231 ,-87.67564 ,-129.687 ,-116.5858 ,-76.98748 ,-90.21897 ,-81.71334 ,-10.72809 ,0.36816 ,29.67279 ,24.97431 ,2.40375 ,-20.40011 ,-47.77423 ,-78.01833 ,-89.59643 ,-118.103 ,-123.1446 ,-481.5046 ,-967.3633 ,-1256.336 ,-783.8022 ,-517.6366 ,-699.7603 ,-1056.969 ,-1162.559 ,-800.1267 ,-674.5478 ,-702.0564 ,-369.012 ,-156.7703 
