h

h
<CR>Bad command!

/> 
h
h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
9 13 24 373 17006 
9 13 39 373 17006 
9 13 54 373 17006 
9 14 9 373 17006 
9 14 24 373 17006 
9 14 39 373 17006 
9 14 54 372 17006 
9 15 9 373 17006 
9 15 24 373 17006 
9 15 39 373 17006 
9 15 54 373 17006 
9 16 9 373 17006 
9 16 24 373 17006 
9 16 39 374 17006 
9 16 54 373 17006 
9 17 9 373 17006 
9 17 24 373 17006 
9 17 39 373 17006 
9 17 54 373 17006 
9 18 9 373 17006 
9 18 24 373 17006 
9 18 39 373 17006 
9 18 54 373 17006 
9 19 9 373 17006 
9 19 24 373 17006 
9 19 39 373 17006 
9 19 54 373 17006 
9 20 9 373 17006 
9 20 24 373 17006 
9 20 39 373 17006 
9 20 54 373 17006 
9 21 9 373 17006 
9 21 24 373 17006 
9 21 39 373 17006 
9 21 54 373 17006 
9 22 9 373 17006 
9 22 24 373 17006 
9 22 39 373 17006 
9 22 54 372 17006 
9 23 9 373 17006 
9 23 24 373 17006 
9 23 39 373 17006 
9 23 54 373 17006 
9 24 9 373 17006 
9 24 24 373 17006 
9 24 39 373 17006 
9 24 54 373 17006 
9 25 9 373 17006 
9 25 24 373 17006 
9 25 39 373 17006 
9 26 28 373 17006 
9 26 43 374 17006 
9 26 58 373 17006 
9 27 13 373 17006 
9 27 28 373 17006 
9 27 43 373 17006 
9 27 58 373 17006 
9 28 13 373 17006 
9 28 28 373 17006 
9 28 43 373 17006 
9 28 58 373 17006 
9 29 13 373 17006 
9 29 28 373 17006 
9 29 43 372 17006 
9 29 58 373 17006 
9 30 13 373 17006 
9 30 28 373 17006 
9 30 43 373 17006 
9 30 58 373 17006 
9 31 13 373 17006 
9 31 28 373 17006 
9 31 43 373 17006 
9 31 58 374 17006 
9 32 13 373 17006 
9 32 28 373 17006 
9 32 43 373 17006 
9 32 58 373 17006 
9 33 13 373 17006 
9 33 28 373 17006 
9 33 43 373 17006 
9 33 58 373 17006 
9 34 13 373 17006 
9 34 28 373 17006 
9 34 43 373 17006 
9 34 58 373 17006 
9 35 13 373 17006 
9 35 28 373 17006 
9 35 43 373 17006 
9 35 58 373 17006 
9 36 13 373 17006 
9 36 28 373 17006 
9 36 43 373 17006 
9 36 58 373 17006 
9 37 13 373 17006 
9 37 28 373 17006 
9 37 43 373 17006 
9 37 58 373 17006 
9 38 13 373 17006 
9 38 28 373 17006 
9 38 43 373 17006 
9 38 58 373 17006 
9 39 13 373 17006 
9 39 28 373 17006 
9 39 43 373 17006 
9 39 58 373 17006 
9 40 13 373 17006 
9 40 28 373 17006 
9 40 43 373 17006 
9 41 32 373 17006 
9 41 47 373 17006 
9 42 2 374 17006 
9 42 17 373 17006 
9 42 32 373 17006 
9 42 47 373 17006 
9 43 2 373 17006 
9 43 17 373 17006 
9 43 32 373 17006 
9 43 47 373 17006 
9 44 2 373 17006 
9 44 17 372 17006 
9 44 32 373 17006 
9 44 47 373 17006 
9 45 2 373 17006 
9 45 17 373 17006 
9 45 32 373 17006 
9 45 47 373 17006 
9 46 2 373 17006 
9 46 17 373 17006 
9 46 32 373 17006 
9 46 47 373 17006 
9 47 2 373 17006 
9 47 17 374 17006 
9 47 32 373 17006 
9 47 47 373 17006 
9 48 2 373 17006 
9 48 17 373 17006 
9 48 32 373 17006 
9 48 47 373 17006 
9 49 2 373 17006 
9 49 17 373 17006 
9 49 32 373 17006 
9 49 47 373 17006 
9 50 2 373 17006 
