h
h

<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls

<CR>
         TIME          Size       File name 
8 38 13 13 18036 
8 38 28 12 18036 
8 38 43 13 18036 
8 38 58 12 18036 
8 39 13 13 18036 
8 39 28 12 18036 
8 39 43 13 18036 
8 39 58 12 18036 
8 40 13 13 18036 
8 40 28 12 18036 
8 40 43 13 18036 
8 40 58 12 18036 
8 41 13 13 18036 
8 41 28 12 18036 
8 41 43 13 18036 
8 41 58 12 18036 
8 44 28 12 18036 
8 44 43 13 18036 
8 44 58 12 18036 
8 45 13 13 18036 
8 45 28 12 18036 
8 45 43 13 18036 
8 45 58 12 18036 
8 46 13 13 18036 
8 46 28 12 18036 
8 46 43 13 18036 
8 46 58 12 18036 
8 47 13 13 18036 
8 47 28 12 18036 
8 47 43 13 18036 
8 47 58 12 18036 
8 48 13 13 18036 
8 48 28 12 18036 
8 48 43 13 18036 
8 48 58 12 18036 
8 49 13 13 18036 
8 49 28 12 18036 
8 49 43 13 18036 
8 49 58 12 18036 
8 50 13 13 18036 
8 50 28 12 18036 
8 50 43 13 18036 
8 50 58 12 18036 
8 51 13 13 18036 
8 51 28 12 18036 
8 51 43 13 18036 
8 51 58 12 18036 
8 52 13 13 18036 
8 52 28 12 18036 
8 52 43 13 18036 
8 52 58 12 18036 
8 53 13 13 18036 
8 53 28 12 18036 
8 53 43 13 18036 
8 53 58 12 18036 
8 54 13 13 18036 
8 54 28 12 18036 
8 54 43 13 18036 
8 54 58 12 18036 
8 55 13 13 18036 
8 55 28 12 18036 
8 55 43 13 18036 
8 55 58 12 18036 
8 56 13 13 18036 
8 56 28 12 18036 
8 56 43 13 18036 
8 56 58 12 18036 
8 57 13 13 18036 
8 57 28 12 18036 
8 57 43 13 18036 
8 57 58 12 18036 
8 58 13 13 18036 
8 58 28 12 18036 
8 58 43 13 18036 
8 58 58 12 18036 
9 1 28 12 18036 
9 1 43 13 18036 
9 1 58 12 18036 
9 2 13 13 18036 
9 2 28 12 18036 
9 2 43 13 18036 
9 2 58 12 18036 
9 3 13 13 18036 
9 3 28 12 18036 
9 3 43 13 18036 
9 3 58 12 18036 
9 4 13 13 18036 
9 4 28 12 18036 
9 4 43 13 18036 
9 4 58 12 18036 
9 5 13 13 18036 
9 5 28 12 18036 
9 5 43 13 18036 
9 5 58 12 18036 
9 6 13 13 18036 
9 6 28 12 18036 
9 6 43 13 18036 
9 6 58 12 18036 
9 7 13 13 18036 
9 7 28 12 18036 
9 7 43 13 18036 
9 7 58 12 18036 
9 8 13 13 18036 
9 8 28 12 18036 
9 8 43 13 18036 
9 8 58 12 18036 
9 9 13 13 18036 
9 9 28 12 18036 
9 9 43 13 18036 
9 9 58 12 18036 
9 10 13 13 18036 
9 10 28 12 18036 
9 10 43 13 18036 
9 10 58 12 18036 
9 11 13 13 18036 
9 11 28 12 18036 
9 11 43 13 18036 
9 11 58 12 18036 
9 12 13 13 18036 
9 12 28 12 18036 
9 12 43 13 18036 
9 12 58 12 18036 
9 13 13 13 18036 
9 13 28 12 18036 
9 13 43 13 18036 
9 13 58 12 18036 
9 14 13 13 18036 
9 14 28 12 18036 
9 14 43 13 18036 
9 14 58 12 18036 
9 15 13 13 18036 
9 15 28 12 18036 
9 15 43 13 18036 
9 15 58 12 18036 
9 18 28 12 18036 
9 18 43 13 18036 
9 18 58 12 18036 
9 19 13 13 18036 
9 19 28 12 18036 
9 19 43 13 18036 
9 19 58 12 18036 
9 20 13 13 18036 
9 20 28 12 18036 
9 20 43 13 18036 
9 20 58 12 18036 
9 21 13 13 18036 
9 21 28 12 18036 
9 21 43 13 18036 
9 21 58 12 18036 
9 22 13 13 18036 
9 22 28 12 18036 
9 22 43 13 18036 
9 22 58 12 18036 
9 23 13 13 18036 
9 23 28 12 18036 
9 23 43 13 18036 
9 23 58 12 18036 
9 24 13 13 18036 
9 24 28 12 18036 
9 24 43 13 18036 
9 24 58 12 18036 
9 25 13 13 18036 
9 25 28 12 18036 
9 25 43 13 18036 
9 25 58 12 18036 
9 26 13 13 18036 
9 26 28 12 18036 
9 26 43 13 18036 
9 26 58 12 18036 
9 27 13 13 18036 
9 27 28 12 18036 
9 27 43 13 18036 
9 27 58 12 18036 
9 28 13 13 18036 
9 28 28 12 18036 
9 28 43 13 18036 
9 28 58 12 18036 
9 29 13 13 18036 
9 29 28 12 18036 
9 29 43 13 18036 
9 29 58 12 18036 
9 30 13 13 18036 
9 30 28 12 18036 
9 30 43 13 18036 
9 30 58 12 18036 
9 31 13 13 18036 
9 31 28 12 18036 
9 31 43 13 18036 
9 31 58 12 18036 
9 32 13 13 18036 
9 32 28 12 18036 
9 32 43 13 18036 
9 32 58 12 18036 
9 35 28 12 18036 
9 35 43 13 18036 
9 35 58 12 18036 
9 36 13 13 18036 
9 36 28 12 18036 
9 36 43 13 18036 
9 36 58 12 18036 
9 37 13 13 18036 
9 37 28 12 18036 
9 37 43 13 18036 
9 37 58 12 18036 
9 38 13 13 18036 
9 38 28 12 18036 
9 38 43 13 18036 
9 38 59 13 18036 
9 39 13 12 18036 
9 39 29 13 18036 
9 39 43 12 18036 
9 39 59 13 18036 
9 40 13 12 18036 
9 40 29 13 18036 
9 40 43 12 18036 
9 40 59 13 18036 
9 41 13 12 18036 
9 41 29 13 18036 
9 41 43 12 18036 
9 41 59 13 18036 
9 42 13 12 18036 
9 42 29 13 18036 
9 42 43 12 18036 
9 42 59 13 18036 
9 43 13 12 18036 
9 43 29 13 18036 
9 43 43 12 18036 
9 43 59 13 18036 
9 44 13 12 18036 
9 44 29 13 18036 
9 44 43 12 18036 
9 44 59 13 18036 
9 45 13 12 18036 
9 45 29 13 18036 
9 45 43 12 18036 
9 45 59 13 18036 
9 46 13 12 18036 
9 46 29 13 18036 
9 46 43 12 18036 
9 46 59 13 18036 
9 47 13 12 18036 
9 47 29 13 18036 
9 47 43 12 18036 
9 47 59 13 18036 
9 48 13 12 18036 
9 48 29 13 18036 
