øÿ

Serial communication
Type 'h or ?' for help.

/> 
ls
ls
<CR>
         TIME          Size       File name 
----A 2020/09/11 15:37     13456  0911
----A 2020/09/11 08:47    128640  09110829
----A 2020/09/11 09:00    128000  09110845
----A 2020/09/11 09:15    128640  09110900
----A 2020/09/11 09:31    128000  09110915
----A 2020/09/11 09:46    128640  09110931
----A 2020/09/11 10:03    128000  09110946
----A 2020/09/11 10:19    128640  09111001
----A 2020/09/11 10:32    128000  09111017
----A 2020/09/11 10:47    128640  09111032
----A 2020/09/11 11:03    128000  09111047
----A 2020/09/11 11:18    128640  09111103
----A 2020/09/11 11:35    128000  09111118
----A 2020/09/11 11:51    128640  09111133
----A 2020/09/11 12:04    128000  09111149
----A 2020/09/11 12:19    128640  09111204
----A 2020/09/11 12:35    128000  09111219
----A 2020/09/11 12:50    128640  09111235
----A 2020/09/11 13:07    128000  09111250
----A 2020/09/11 13:23    128640  09111305
----A 2020/09/11 13:36    128000  09111321
----A 2020/09/11 13:51    128640  09111336
----A 2020/09/11 14:07    128000  09111351
----A 2020/09/11 14:22    128640  09111407
----A 2020/09/11 14:39    128000  09111422
----A 2020/09/11 14:55    128640  09111437
----A 2020/09/11 15:08    128000  09111453
----A 2020/09/11 15:23    128640  09111508
----A 2020/09/11 15:23      2560  09111523

  29 File(s),   3480976 bytes total
   0 Dir(s),     997088K bytes free

/> 
read 0911
read 0911
<CR>Time:2020/09/11 15:23
Hours Minutes Seconds  Nb_Samples    Aver. Current 
8 16 3 75 16270 
8 16 18 73 20232 
8 16 33 75 19988 
8 16 48 75 20049 
8 17 3 75 19988 
8 17 18 75 19988 
8 17 33 75 19988 
8 17 48 75 19988 
8 18 3 75 19988 
8 18 18 75 19988 
8 18 33 75 19988 
8 18 48 75 20049 
8 19 3 75 19988 
8 19 18 75 19988 
8 19 33 75 19988 
8 19 48 75 19988 
8 20 3 75 19988 
8 20 18 75 19988 
8 20 33 75 19988 
8 20 48 75 19988 
8 21 3 75 19988 
8 21 18 75 20049 
8 21 33 75 19988 
8 21 48 75 20049 
