h

h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
8 44 46 13 9018 
8 45 0 12 9018 
8 45 16 13 9018 
8 45 30 12 9018 
8 45 46 13 9018 
8 46 0 12 8958 
8 46 16 13 9018 
8 46 30 12 9018 
8 46 46 13 9018 
8 47 0 12 9018 
8 47 16 13 9018 
8 47 30 12 9018 
8 47 46 13 9018 
8 48 0 12 9018 
8 48 16 13 9018 
8 48 30 12 9018 
8 48 46 13 9018 
8 49 0 12 9018 
8 49 16 13 9018 
8 49 30 12 8958 
8 49 46 13 9018 
8 50 0 12 8958 
8 50 16 13 9018 
8 50 30 12 9018 
8 50 46 13 9018 
8 51 0 12 9018 
8 51 16 13 9018 
8 51 30 12 9018 
8 51 46 13 9018 
8 52 0 12 9018 
8 52 16 13 9018 
8 52 30 12 8958 
8 52 46 13 9018 
8 53 0 12 9018 
8 53 16 13 9018 
8 53 30 12 9018 
8 53 46 13 8958 
8 54 0 12 9018 
8 54 16 13 9018 
8 54 30 12 9018 
8 54 46 13 9018 
8 55 0 12 9018 
8 55 16 13 9018 
8 55 30 12 8958 
8 55 46 13 9018 
8 58 17 13 9018 
8 58 31 12 9018 
8 58 47 13 9018 
8 59 1 12 9018 
8 59 17 13 9018 
8 59 31 12 9018 
8 59 47 13 9018 
9 0 1 12 9018 
9 0 17 13 8958 
9 0 31 12 9018 
9 0 47 13 9018 
9 1 1 12 9018 
9 1 17 13 9018 
9 1 31 12 9018 
9 1 47 13 9018 
9 2 1 12 9018 
9 2 17 13 9018 
9 2 31 12 9018 
9 2 47 13 9018 
9 3 1 12 9018 
9 3 17 13 9018 
9 3 31 12 9018 
9 3 47 13 9018 
9 4 1 12 9018 
9 4 17 13 9018 
9 4 31 12 9018 
9 4 47 13 9018 
9 5 1 12 8958 
9 5 17 13 9018 
9 5 31 12 9018 
9 5 47 13 9018 
9 6 1 12 9018 
9 6 17 13 9018 
9 6 31 12 9018 
9 6 47 13 9018 
9 7 1 12 9018 
9 7 17 13 9018 
9 7 31 12 9018 
9 7 47 13 9018 
9 8 1 12 9018 
9 8 17 13 9018 
9 8 31 12 9018 
9 8 47 13 9018 
9 9 1 12 9018 
9 9 17 13 8958 
9 9 31 12 9018 
9 9 47 13 8958 
9 10 1 12 9018 
9 10 17 13 9018 
9 10 31 12 9018 
9 10 47 13 9018 
9 11 1 12 8958 
9 11 17 13 8958 
9 11 31 12 9018 
9 11 47 13 9018 
9 12 1 12 9018 
9 12 17 13 9018 
9 12 31 12 9018 
9 12 47 13 9018 
9 15 17 13 9018 
9 15 31 12 8958 
9 15 47 13 9018 
9 16 1 12 9018 
9 16 17 13 9018 
9 16 31 12 8958 
9 16 47 13 8958 
9 17 1 12 9018 
9 17 17 13 9018 
9 17 31 12 9018 
9 17 47 13 9018 
9 18 1 12 9018 
9 18 17 13 8958 
9 18 31 12 9018 
9 18 47 13 9018 
9 19 1 12 9018 
9 19 17 13 9018 
9 19 31 12 8958 
9 19 47 13 9018 
9 20 1 12 9018 
9 20 17 13 9018 
9 20 31 12 9018 
9 20 47 13 9018 
9 21 1 12 9018 
9 21 17 13 9018 
9 21 31 12 9018 
9 21 47 13 9018 
9 22 1 12 8958 
9 22 17 13 8958 
9 22 31 12 8958 
9 22 47 13 8958 
9 23 1 12 9018 
9 23 17 13 9018 
9 23 31 12 9018 
9 23 47 13 9018 
9 24 1 12 9018 
9 24 17 13 8958 
9 24 31 12 8958 
9 24 47 13 9018 
9 25 1 12 8958 
9 25 17 13 8958 
9 25 31 12 8958 
9 25 47 13 9018 
9 26 1 12 9018 
9 26 17 13 8958 
9 26 31 12 9018 
9 26 47 13 9018 
9 27 1 12 9018 
9 27 17 13 8958 
9 27 31 12 8958 
9 27 47 13 8958 
9 28 1 12 8958 
9 28 17 13 9018 
9 28 31 12 9018 
9 28 47 13 9018 
9 29 1 12 9018 
9 29 17 13 8958 
9 29 31 12 8958 
9 29 47 13 9018 
9 32 17 13 9018 
9 32 31 12 9018 
9 32 47 13 9018 
9 33 1 12 9018 
9 33 17 13 9018 
9 33 31 12 9018 
9 33 47 13 8958 
9 34 1 12 8958 
9 34 17 13 8958 
9 34 31 12 9018 
9 34 47 13 9018 
9 35 1 12 9018 
9 35 17 13 9018 
9 35 31 12 9018 
9 35 47 13 9018 
9 36 1 12 9018 
9 36 17 13 9018 
9 36 31 12 9018 
9 36 47 13 9018 
9 37 1 12 9018 
9 37 17 13 9018 
9 37 31 12 9018 
9 37 47 13 9018 
9 38 1 12 8958 
9 38 17 13 9018 
9 38 31 12 9018 
9 38 47 13 9018 
9 39 1 12 9018 
9 39 17 13 8958 
9 39 31 12 9018 
9 39 47 13 9018 
9 40 1 12 8958 
9 40 17 13 9018 
9 40 31 12 9018 
9 40 47 13 8958 
9 41 1 12 9018 
9 41 17 13 8958 
9 41 31 12 8958 
9 41 47 13 9018 
9 42 1 12 8958 
9 42 17 13 9018 
9 42 31 12 8958 
9 42 47 13 8958 
9 43 1 12 8958 
9 43 17 13 8958 
9 43 31 12 9018 
9 43 47 13 8958 
9 44 1 12 9018 
9 44 17 13 9018 
9 44 31 12 9018 
9 44 47 13 9018 
9 45 1 12 9018 
9 45 17 13 9018 
9 45 31 12 8958 
9 45 47 13 9018 
9 46 1 12 8958 
9 46 17 13 9018 
9 46 31 12 9018 
9 46 47 13 8958 
9 49 18 13 8958 
9 49 32 12 8958 
9 49 48 13 9018 
9 50 2 12 9018 
9 50 18 13 8958 
9 50 32 12 8958 
9 50 48 13 8958 
9 51 2 12 8958 
9 51 18 13 8958 
9 51 32 12 8958 
9 51 48 13 8958 
9 52 2 12 8958 
9 52 18 13 8958 
9 52 32 12 9018 
9 52 48 13 8958 
9 53 2 12 8958 
9 53 18 13 8958 
9 53 32 12 9018 
9 53 48 13 9018 
9 54 2 12 9018 
9 54 18 13 8958 
9 54 32 12 8958 
9 54 48 13 9018 
9 55 2 12 9018 
9 55 18 13 8958 
9 55 32 12 8958 
9 55 48 13 9018 
9 56 2 12 9018 
9 56 18 13 9018 
9 56 32 12 9018 
9 56 48 13 9018 
9 57 2 12 9018 
9 57 18 13 8958 
9 57 32 12 8958 
9 57 48 13 9018 
9 58 2 12 8958 
9 58 18 13 9018 
9 58 32 12 8958 
9 58 48 13 9018 
9 59 2 12 8958 
9 59 18 13 9018 
9 59 32 12 8958 
9 59 48 13 8958 
10 0 2 12 9018 
10 0 18 13 8958 
10 0 32 12 8958 
10 0 48 13 9018 
10 1 2 12 8958 
10 1 18 13 8958 
10 1 32 12 8958 
10 1 48 13 8958 
10 2 2 12 8958 
10 2 18 13 8958 
10 2 32 12 8958 
10 2 48 13 9018 
10 3 2 12 9018 
10 3 18 13 8958 
10 3 32 12 8958 
10 3 48 13 8958 
10 6 18 13 8958 
10 6 32 12 8958 
10 6 48 13 8958 
10 7 2 12 8958 
10 7 18 13 8958 
10 7 32 12 8958 
10 7 48 13 8958 
10 8 2 12 8958 
10 8 18 13 8958 
10 8 32 12 8958 
10 8 48 13 8958 
10 9 2 12 8958 
10 9 18 13 8958 
10 9 32 12 8958 
10 9 48 13 8958 
10 10 2 12 8958 
10 10 18 13 8958 
10 10 32 12 8958 
10 10 48 13 8958 
10 11 2 12 8958 
10 11 18 13 8958 
10 11 32 12 9018 
10 11 48 13 8958 
10 12 2 12 8958 
10 12 18 13 8958 
10 12 32 12 8958 
10 12 48 13 8958 
10 13 2 12 8958 
10 13 18 13 8958 
10 13 32 12 8958 
10 13 48 13 8958 
10 14 2 12 8958 
10 14 18 13 8958 
10 14 32 12 8958 
10 14 48 13 8958 
10 15 2 12 8958 
10 15 18 13 8958 
10 15 32 12 8958 
10 15 48 13 8958 
10 16 2 12 8958 
10 16 18 13 8958 
10 16 32 12 8958 
10 16 48 13 8958 
10 17 2 12 8958 
10 17 18 13 8958 
10 17 32 12 8958 
10 17 48 13 8958 
10 18 2 12 8958 
10 18 18 13 8958 
10 18 32 12 8958 
10 18 48 13 8958 
10 19 2 12 8958 
10 19 18 13 8958 
10 19 32 12 8958 
10 19 48 13 8958 
10 20 2 12 8958 
10 20 18 13 8958 
10 20 32 12 8958 
10 20 48 13 8958 
10 23 18 13 8958 
10 23 32 12 8958 
10 23 48 13 8958 
10 24 2 12 8958 
10 24 18 13 8958 
10 24 32 12 8958 
10 24 48 13 8958 
10 25 2 12 8958 
10 25 18 13 8958 
10 25 32 12 8958 
10 25 48 13 8958 
10 26 2 12 8958 
10 26 18 13 8958 
10 26 32 12 8958 
10 26 48 13 8958 
10 27 2 12 8958 
10 27 18 13 8958 
10 27 32 12 8958 
10 27 48 13 8958 
10 28 2 12 8958 
10 28 18 13 8958 
10 28 32 12 8958 
10 28 48 13 8958 
10 29 2 12 8958 
10 29 18 13 8958 
10 29 32 12 8958 
10 29 48 13 8958 
10 30 2 12 8958 
10 30 18 13 8958 
10 30 32 12 8958 
10 30 48 13 8958 
10 31 2 12 8958 
10 31 18 13 8958 
10 31 32 12 8958 
10 31 48 13 8958 
10 32 2 12 8958 
10 32 18 13 8958 
10 32 32 12 8958 
10 32 48 13 8958 
10 33 2 12 8958 
10 33 18 13 8958 
10 33 32 12 8958 
10 33 48 13 8958 
10 34 2 12 8958 
10 34 18 13 8958 
10 34 32 12 8958 
10 34 48 13 8958 
10 35 2 12 8958 
10 35 18 13 8958 
10 35 32 12 8958 
10 35 48 13 8897 
10 36 2 12 8958 
10 36 18 13 8958 
10 36 32 12 8958 
10 36 48 13 8958 
10 37 2 12 8958 
10 37 18 13 8958 
10 37 32 12 8958 
10 37 48 13 8958 
10 40 19 13 8958 
10 40 34 12 8958 
10 40 49 13 8958 
10 41 4 12 8958 
10 41 19 13 8958 
10 41 34 12 8958 
10 41 49 13 8958 
10 42 4 12 8958 
10 42 19 13 8958 
10 42 34 12 8958 
10 42 49 13 8958 
10 43 4 12 8958 
10 43 19 13 8958 
10 43 34 12 8958 
10 43 49 13 8958 
10 44 4 12 8958 
10 44 19 13 8958 
10 44 34 12 8958 
10 44 49 13 8958 
10 45 4 12 8897 
10 45 19 13 8958 
10 45 34 12 8958 
10 45 49 13 8958 
10 46 4 12 8958 
10 46 19 13 8958 
10 46 34 12 8958 
10 46 49 13 8958 
10 47 4 12 8958 
10 47 19 13 8958 
10 47 34 12 8897 
10 47 49 13 8897 
10 48 4 12 8958 
10 48 19 13 8958 
10 48 34 12 8897 
10 48 49 13 8897 
10 49 4 12 8958 
10 49 19 13 8958 
10 49 34 12 8958 
10 49 49 13 8958 
10 50 4 12 8958 
10 50 19 13 8958 
10 50 34 12 8958 
10 50 49 13 8958 
10 51 4 12 8958 
10 51 19 13 8958 
10 51 34 12 8958 
10 51 49 13 8958 
10 52 4 12 8958 
10 52 19 13 8958 
10 52 34 12 8958 
10 52 49 13 8958 
10 53 4 12 8958 
10 53 19 13 8958 
10 53 34 12 8958 
10 53 49 13 8958 
10 54 4 12 8958 
10 54 19 13 8958 
10 54 34 12 8958 
10 54 49 13 8958 
10 57 19 13 8958 
10 57 34 12 8958 
10 57 49 13 8958 
10 58 4 12 8958 
10 58 19 13 8958 
10 58 34 12 8958 
10 58 49 13 8958 
10 59 4 12 8958 
10 59 19 13 8958 
10 59 34 12 8958 
10 59 49 13 8958 
11 0 4 12 8958 
11 0 19 13 8958 
11 0 34 12 8958 
11 0 49 13 8958 
11 1 4 12 8958 
11 1 19 13 8958 
11 1 34 12 8958 
11 1 49 13 8958 
11 2 4 12 8958 
11 2 19 13 8958 
11 2 34 12 8958 
11 2 49 13 8958 
11 3 4 12 8958 
11 3 19 13 8958 
11 3 34 12 8958 
11 3 49 13 8958 
11 4 4 12 8958 
11 4 19 13 8958 
11 4 34 12 8958 
11 4 49 13 8897 
11 5 4 12 8958 
11 5 19 13 8958 
11 5 34 12 8958 
11 5 49 13 8958 
11 6 4 12 8958 
11 6 19 13 8897 
11 6 34 12 8958 
11 6 49 13 8958 
11 7 4 12 8958 
11 7 19 13 8958 
11 7 34 12 8958 
11 7 49 13 8958 
11 8 4 12 8958 
11 8 19 13 8958 
11 8 34 12 8958 
11 8 49 13 8958 
11 9 4 12 8958 
11 9 19 13 8958 
11 9 34 12 8958 
11 9 49 13 8958 
11 10 4 12 8958 
11 10 19 13 8958 
11 10 34 12 8958 
11 10 49 13 8958 
11 11 4 12 8958 
11 11 19 13 8958 
11 11 34 12 8958 
11 11 49 13 8958 
11 14 20 13 8958 
11 14 35 12 8958 
11 14 50 13 8958 
11 15 5 12 8958 
11 15 20 13 8958 
11 15 35 12 8958 
11 15 50 13 8897 
11 16 5 12 8958 
11 16 20 13 8958 
11 16 35 12 8958 
11 16 50 13 8958 
11 17 5 12 8897 
11 17 20 13 8897 
11 17 35 12 8958 
11 17 50 13 8897 
11 18 5 12 8958 
11 18 20 13 8958 
11 18 35 12 8958 
11 18 50 13 8958 
11 19 5 12 8958 
11 19 20 13 8958 
11 19 35 12 8958 
11 19 50 13 8958 
11 20 5 12 8958 
11 20 20 13 8958 
11 20 35 12 8958 
11 20 50 13 8958 
11 21 5 12 8958 
11 21 20 13 8958 
11 21 35 12 8958 
11 21 50 13 8958 
11 22 5 12 8958 
11 22 20 13 8958 
11 22 35 12 8958 
11 22 50 13 8958 
11 23 5 12 8958 
11 23 20 13 8958 
11 23 35 12 8958 
11 23 50 13 8958 
11 24 5 12 8958 
11 24 20 13 8958 
11 24 35 12 8958 
11 24 50 13 8958 
11 25 5 12 8958 
11 25 20 13 8958 
11 25 35 12 8958 
11 25 50 13 8958 
11 26 5 12 8958 
11 26 20 13 8958 
11 26 35 12 8958 
11 26 50 13 8958 
