h
h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
10 43 27 13 8993 
10 43 41 12 8993 
10 43 57 13 8993 
10 44 11 12 8993 
10 44 27 13 8993 
10 44 41 12 8993 
10 44 57 13 8993 
10 45 11 12 8993 
10 45 27 13 8993 
10 45 41 12 8993 
10 45 57 13 8932 
10 46 11 12 8993 
10 46 27 13 8993 
10 46 41 12 8993 
10 46 57 13 8993 
10 47 11 12 8993 
10 47 27 13 8932 
10 47 41 12 8993 
10 47 56 13 8993 
10 48 11 12 8993 
10 48 26 13 8993 
10 48 41 12 8993 
10 48 56 13 8932 
10 49 11 12 8993 
10 49 26 13 8993 
10 49 41 12 8932 
10 49 56 13 8993 
10 50 11 12 8993 
10 50 26 13 8993 
10 50 41 12 8993 
10 50 56 13 8993 
10 51 11 12 8993 
10 51 26 13 8993 
10 51 41 12 8993 
10 51 56 13 8993 
10 52 11 12 8993 
10 52 26 13 8993 
10 52 41 12 8993 
10 52 56 13 8993 
10 53 11 12 8993 
10 53 26 13 8993 
10 53 41 12 8993 
10 53 56 13 8932 
10 54 11 12 8993 
10 54 26 13 8993 
10 54 41 12 8993 
10 54 56 13 8993 
10 55 11 12 8993 
10 55 26 13 8993 
10 55 41 12 8993 
10 55 56 13 8993 
10 58 26 13 8993 
10 58 41 12 8993 
10 58 56 13 8993 
10 59 11 12 8993 
10 59 26 13 8993 
10 59 41 12 8993 
10 59 56 13 8993 
11 0 11 12 8993 
11 0 26 13 8993 
11 0 41 12 8993 
11 0 56 13 8993 
11 1 11 12 8993 
11 1 26 13 8993 
11 1 41 12 8993 
11 1 56 13 8993 
11 2 11 12 8993 
11 2 26 13 8993 
11 2 41 12 8993 
11 2 56 13 8993 
11 3 11 12 8993 
11 3 26 13 8993 
11 3 41 12 8993 
11 3 56 13 8993 
11 4 11 12 8993 
11 4 26 13 8993 
11 4 41 12 8993 
11 4 56 13 8993 
