pp,2021-02-17,10:36:06,0,="",0E,ZR1,2000.0,0,32,1,1,85193.41 ,84933.2 ,84652.56 ,84341.97 ,83990.55 ,83574.56 ,83034.28 ,82208.05 ,80587.85 ,77125.53 ,70636.55 ,60647.31 ,47954.56 ,34400.04 ,22016 ,12186.28 ,5321.552 ,1069.175 ,-1276.312 
pp,2021-02-17,15:42:33,0,="",100E,ZR1,2000.0,0,32,1,2,83417.51 ,83182.96 ,82934.46 ,82665.79 ,82368.8 ,82029.75 ,81625.13 ,81095.24 ,80274.44 ,78637.89 ,75127.47 ,68596.08 ,58637.61 ,46113.38 ,32868.25 ,20869.57 ,11423.51 ,4879.651 ,856.0298 
