
/> 
read_ramp 06021122
<CR>Time:2021/06/02 15:24Ramp data first polarity: 
718 719 719 719 719 719 720 719 719 719 719 719 719 719 719 720 719 719 720 719 719 720 719 719 720 719 719 719 719 719 719 719 719 720 719 719 719 719 719 720 719 719 720 720 719 719 719 719 719 719 719 719 719 719 718 719 719 719 719 719 719 718 720 718 718 718 719 717 713 713 713 709 708 708 707 705 703 702 699 700 698 696 697 694 693 692 690 689 689 687 685 685 684 682 682 680 678 678 676 675 674 672 671 671 669 667 666 665 663 663 661 660 659 657 657 656 654 652 652 651 649 648 646 646 645 643 642 640 639 638 637 636 635 633 633 630 629 628 628 626 625 625 622 621 620 619 618 617 616 615 613 612 611 610 607 608 606 605 605 602 602 601 599 597 597 596 594 594 593 591 591 589 588 587 585 585 583 581 581 581 579 577 577 576 574 574 572 570 570 569 568 567 565 564 564 563 560 559 559 557 556 555 554 553 553 551 549 548 547 546 545 544 542 542 541 539 538 538 536 535 534 533 532 531 530 530 527 526 525 525 523 522 521 520 520 518 516 516 515 514 513 512 510 511 509 507 508 506 506 506 5[Warning: Maximal number of bytes per line exceeded! Check the EOL (end-of-line) settings or increase the limit in the advanced terminal settings.]
read 0602
<CR>Time:2021/06/02 15:24
Hours Minutes Seconds  Nb_Samples    Aver. Current 
10 15 12 224 13042 
10 15 27 224 13042 
10 15 42 224 13042 
10 15 57 224 13042 
10 16 12 224 13042 
10 16 27 224 13042 
10 16 42 224 13042 
10 16 57 224 13042 
10 17 12 224 13042 
10 17 27 224 13042 
10 17 42 224 13042 
10 17 57 224 13042 
10 18 12 224 13042 
10 18 27 224 13042 
10 18 42 224 13042 
10 18 57 224 13042 
10 19 12 224 13042 
10 19 27 223 13042 
10 19 42 224 13042 
10 19 57 224 13042 
10 20 12 224 13042 
10 20 27 224 13042 
10 20 42 224 13042 
10 20 57 224 13042 
10 21 12 224 13042 
10 21 27 224 13042 
10 21 42 224 13042 
10 22 19 224 13042 
10 22 34 223 13042 
10 22 49 224 13042 
10 23 4 224 13042 
10 23 19 224 13042 
10 23 34 224 13042 
10 23 49 224 13042 
10 24 4 224 13042 
10 24 19 224 13042 
10 24 34 224 13042 
10 24 49 224 13042 
10 25 4 224 13042 
10 25 19 224 13042 
10 25 34 224 13042 
10 25 49 224 13042 
10 26 4 224 13042 
10 26 19 224 13042 
10 26 34 224 13042 
10 26 49 224 13042 
10 27 4 224 13042 
10 27 19 224 13042 
10 27 34 224 13042 
10 27 49 224 13042 
10 28 4 224 13042 
10 28 19 224 13042 
10 28 34 224 13042 
10 28 49 224 13042 
10 29 4 224 13042 
10 29 19 224 13042 
10 29 34 224 13042 
10 29 49 224 13042 
10 30 4 224 13042 
10 30 19 224 13042 
10 30 34 224 13042 
10 30 49 224 13042 
10 31 4 224 13042 
10 31 19 224 13042 
10 31 34 224 13042 
10 31 49 224 13042 
10 32 4 224 13042 
10 32 19 224 13042 
10 32 34 224 13042 
10 32 49 224 13042 
10 33 4 224 13042 
10 33 19 224 13042 
10 33 34 224 13042 
10 33 49 224 13042 
10 34 4 224 13042 
10 34 19 224 13042 
10 34 34 224 13042 
10 34 49 224 13042 
10 35 4 224 13042 
10 35 19 224 13042 
10 35 34 224 13042 
10 35 49 224 13042 
10 36 4 224 13042 
10 36 19 224 13042 
10 36 34 224 13042 
10 36 49 224 13042 
10 37 26 224 13042 
10 37 41 224 13042 
10 37 56 224 13042 
10 38 11 224 13042 
10 38 26 223 13042 
10 38 41 224 13042 
10 38 56 224 13042 
10 39 11 224 13042 
10 39 26 224 13042 
10 39 41 224 13042 
10 39 56 224 13042 
10 40 11 224 13042 
10 40 26 224 13042 
10 40 41 224 13042 
10 40 56 224 13042 
