

/> 
read_ramp 05291105
<CR>Time:2021/05/29 15:07Ramp data first polarity: 
274 273 275 274 274 275 274 274 274 274 274 274 274 274 274 274 274 274 274 274 275 274 274 275 274 274 275 274 273 275 274 274 274 274 274 274 274 274 275 275 274 275 274 274 274 274 274 275 274 274 275 274 274 275 274 274 275 274 274 274 275 274 275 275 277 280 278 279 280 282 284 286 287 288 291 291 292 295 296 297 299 299 301 302 303 304 307 307 309 311 311 313 315 315 317 318 319 321 322 323 325 326 327 329 331 331 333 334 335 336 338 339 340 343 343 345 347 347 349 350 351 351 354 355 356 358 359 360 362 363 364 366 367 368 370 370 372 374 374 376 378 378 379 381 382 383 385 386 386 389 389 391 393 394 394 396 398 398 400 402 402 405 405 405 408 409 410 411 412 413 416 416 417 419 419 421 423 423 425 426 428 428 430 431 432 433 434 435 436 438 439 441 442 443 444 445 446 448 449 450 451 452 454 455 457 457 458 459 460 462 463 464 465 467 468 469 471 471 473 474 475 476 477 478 479 480 482 483 485 485 486 488 489 490 491 492 493 494 496 496 498 499 500 501 500 502 502 505 504 503 5[Warning: Maximal number of bytes per line exceeded! Check the EOL (end-of-line) settings or increase the limit in the advanced terminal settings.]
read 0529
<CR>Time:2021/05/29 15:07
Hours Minutes Seconds  Nb_Samples    Aver. Current 
10 8 12 224 14083 
10 8 27 224 14083 
10 8 42 224 14083 
10 8 57 224 14083 
10 9 12 224 14083 
10 9 27 224 14083 
10 9 42 224 14083 
10 9 57 224 14083 
10 10 12 224 14083 
10 10 27 224 14083 
10 10 42 224 14083 
10 10 57 224 14083 
10 11 12 224 14083 
10 11 27 224 14083 
10 11 42 224 14083 
10 11 57 224 14083 
10 12 12 224 14083 
10 12 27 224 14083 
10 12 42 224 14083 
10 12 57 224 14083 
10 13 12 224 14083 
10 13 27 224 14083 
10 13 42 224 14083 
10 13 57 224 14083 
10 14 12 224 14083 
10 14 27 224 14083 
10 14 42 224 14083 
10 14 57 224 14083 
10 15 12 224 14083 
10 15 27 224 14083 
10 15 42 224 14083 
10 15 57 223 14083 
10 16 12 224 14083 
10 16 27 224 14083 
10 16 42 224 14083 
10 16 57 224 14083 
10 17 12 224 14083 
10 17 27 224 14083 
10 17 42 224 14083 
10 17 57 224 14083 
10 18 12 224 14083 
10 18 27 224 14083 
10 18 42 224 14083 
10 18 57 224 14083 
10 19 12 224 14083 
10 19 27 224 14083 
10 19 42 224 14083 
10 20 34 224 14083 
10 20 49 224 14083 
10 21 4 224 14083 
10 21 19 224 14083 
10 21 34 224 14083 
10 21 49 224 14083 
10 22 4 224 14083 
10 22 19 224 14083 
10 22 34 224 14083 
10 22 49 224 14083 
10 23 4 224 14083 
10 23 19 224 14083 
10 23 34 224 14083 
10 23 49 224 14083 
10 24 4 224 14083 
10 24 19 224 14083 
10 24 34 224 14083 
10 24 49 224 14083 
10 25 4 224 14083 
10 25 19 224 14083 
10 25 34 224 14083 
10 25 49 224 14083 
10 26 4 224 14083 
10 26 19 224 14083 
10 26 34 224 14083 
10 26 49 224 14083 
10 27 4 224 14083 
10 27 19 224 14083 
10 27 34 224 14083 
10 27 49 224 14083 
10 28 4 224 14083 
10 28 19 224 14083 
10 28 34 224 14083 
10 28 49 224 14083 
10 29 4 223 14083 
10 29 19 224 14083 
10 29 34 224 14083 
10 29 49 224 14083 
10 30 4 224 14083 
10 30 19 224 14083 
