

/> 
read_ramp 05241234
<CR>Time:2021/05/24 15:21Ramp data first polarity: 
728 730 730 729 730 730 730 730 729 730 729 729 729 729 730 730 730 730 729 730 729 729 729 730 729 730 730 729 730 729 730 730 730 730 729 730 729 730 730 730 730 730 729 730 730 730 728 729 731 730 730 730 730 730 729 730 730 730 729 729 729 730 730 729 729 730 725 725 723 723 721 721 719 717 716 714 712 711 709 709 707 706 705 702 702 701 700 698 697 697 695 694 691 691 690 689 687 686 686 684 681 681 680 678 678 676 675 673 672 670 670 669 667 667 665 664 662 661 660 658 658 656 656 655 652 652 650 649 648 647 646 645 643 642 641 639 637 638 635 636 634 632 631 629 628 627 627 626 623 623 621 620 619 618 617 616 615 613 612 611 610 609 607 606 606 604 602 601 600 599 598 597 596 595 593 592 591 590 589 587 587 586 584 583 581 580 580 578 578 577 575 574 572 571 571 569 567 568 566 564 563 563 561 560 559 559 557 556 554 553 552 551 550 549 548 547 545 544 544 542 541 540 540 539 536 536 534 534 532 532 532 529 528 527 526 524 524 523 522 521 519 519 518 517 516 516 515 514 512 513 5[Warning: Maximal number of bytes per line exceeded! Check the EOL (end-of-line) settings or increase the limit in the advanced terminal settings.]
read 0524
<CR>Time:2021/05/24 15:21
Hours Minutes Seconds  Nb_Samples    Aver. Current 
10 28 27 224 12998 
10 28 42 223 12998 
10 28 57 224 12998 
10 29 12 224 12998 
10 29 27 223 12998 
10 29 42 223 12998 
10 29 57 224 12998 
10 30 12 223 12998 
10 30 27 224 12998 
10 30 42 223 12998 
10 30 57 224 12998 
10 31 12 223 12998 
10 31 27 224 12998 
10 31 42 223 12998 
10 31 57 224 12998 
10 32 12 223 12998 
10 32 27 224 12998 
10 32 42 223 12998 
10 32 57 224 12998 
10 33 34 224 12998 
10 33 49 224 12998 
10 34 4 223 12998 
10 34 19 224 12998 
10 34 34 223 12998 
10 34 49 224 12998 
10 35 4 223 12998 
10 35 19 224 12998 
10 35 34 223 12998 
10 35 49 224 12998 
10 36 4 223 12998 
10 36 19 224 12998 
10 36 34 223 12998 
10 36 49 224 12998 
10 37 4 223 12998 
10 37 19 224 12998 
10 37 34 223 12998 
10 37 49 224 12998 
10 38 4 223 12998 
10 38 19 224 12998 
10 38 34 223 12998 
10 38 49 224 12998 
10 39 4 223 12998 
10 39 19 224 12998 
10 39 34 223 12998 
10 39 49 224 12998 
10 40 4 223 12998 
10 40 19 224 12998 
10 40 34 223 12998 
10 40 49 224 12998 
10 41 4 223 12998 
10 41 19 224 12998 
10 41 34 223 12998 
10 41 49 224 12998 
10 42 4 223 12998 
10 42 19 224 12998 
10 42 34 223 12998 
10 42 49 224 12998 
10 43 4 223 12998 
10 43 19 224 12998 
10 43 34 223 12998 
10 43 49 224 12998 
10 44 4 223 12998 
10 44 19 224 12998 
10 44 34 223 12998 
10 44 49 223 12998 
10 45 4 224 12998 
10 45 19 223 12998 
10 45 34 223 12998 
10 45 49 224 12998 
10 46 4 223 12998 
10 46 19 224 12998 
10 46 34 223 12998 
10 46 49 224 13058 
10 47 4 223 12998 
10 47 19 224 12998 
10 47 34 223 12998 
10 47 49 224 12998 
10 48 4 223 12998 
10 48 41 224 12998 
10 48 56 223 12998 
10 49 11 224 12998 
10 49 26 223 12998 
10 49 41 224 13058 
10 49 56 223 13058 
10 50 11 224 12998 
10 50 26 223 12998 
10 50 41 224 13058 
10 50 56 223 12998 
10 51 11 224 12998 
10 51 26 223 13058 
10 51 41 224 13058 
10 51 56 223 13058 
10 52 11 224 12998 
10 52 26 223 12998 
10 52 41 224 13058 
10 52 56 223 13058 
10 53 11 224 13058 
10 53 26 223 13058 
10 53 41 224 13058 
10 53 56 223 13058 
